original_sent,main_subj,main_verb,all_verbs,all_subjs,reordered_sent
but panama illustrates that their substitute is a system that produces an absurd gridlock .,panama,illustrates,produces illustrates is,system panama substitute,but panama that their substitute is a system that an absurd gridlock produces illustrates .
"we lived in rural areas many years , but now live in st. louis county , mo .",we,lived,lived,we,"we lived in rural areas many years , but now live in st. louis county , mo ."
"this morning as i drove the 13 miles to my law office and endured the routine heavy traffic during that twice-daily journey , i thought of how fortunate it was that we made the decision to be residents of an expanding community with so many opportunities and where so much is happening .",i,thought,thought was made drove,i it we i,"this morning as i the 13 miles to my law office drove and the routine heavy traffic endured during that twice-daily journey , i thought of how fortunate it that we the decision to be residents of an expanding community with so many opportunities and so much where is happening made was ."
"i thought back to our time in small , sparsely populated communities .",i,thought,thought,i,"i thought back to our time in small , sparsely populated communities ."
"i remembered being fired at age 44 , with five children at home , when my views and actions were deemed unsettling by a timid , small-town employer .",i,remembered,remembered deemed,i views,"i being fired at age 44 , with five children at home , remembered my views and actions unsettling when were deemed by a timid , small-town employer ."
how difficult it is for a thinking person to live among societies rooted in the past .,it,is,live is,person it,how difficult it is for a thinking person to live among societies rooted in the past .
"yet when my youngest child died two years ago , i buried him in the church cemetery of a small missouri town .",i,buried,buried died,i child,"my youngest child when died two years ago , i him yet buried in the church cemetery of a small missouri town ."
shipbuilding became a point of pride as finnish shipyards remained profitable long after rivals collapsed all over europe .,shipbuilding,became,remained became collapsed,shipyards shipbuilding rivals,shipbuilding a point of pride became as finnish shipyards profitable remained after rivals long collapsed all over europe .
"bankers worry that if the government makes good a threat to withdraw its guarantee commitments , shippers will counter with a hail of lawsuits .",bankers,worry,counter makes worry,shippers government bankers,"bankers that if the government good a threat its guarantee commitments to withdraw makes , shippers will counter with a hail of lawsuits worry ."
"under the rescue plan , waertsilae sold 51 % of its stake to a group of banks and pension funds .",waertsilae,sold,sold,waertsilae,"under the rescue plan , waertsilae 51 % of its stake sold to a group of banks and pension funds ."
"they build the lincoln town car , continental and mark vii , the ford escort and full-sized pickup trucks .",they,build,build,they,"they the lincoln town car , continental and mark vii , the ford escort and full-sized pickup trucks build ."
"they build extended minivans and the dodge spirit , acclaim , shadow and sundance .",they,build,build,they,"they extended minivans and the dodge spirit , acclaim , shadow and sundance build ."
"in late new york trading , sterling stood at $ 1.5765 , down from $ 1.6145 late wednesday .",sterling,stood,stood,sterling,"in late new york trading , sterling stood down from $ 1.6145 late wednesday at $ 1.5765 , ."
unions are pressing demands for wage increases of more than 10 % despite general belief that economic growth next year will be less than 2 % .,unions,pressing,pressing,unions,unions demands for wage increases of more than 10 % are pressing despite general belief that economic growth next year will be less than 2 % .
"but after trading losses in the mid-october market jolts here , many people will be lucky to have jobs at all , executives predict .",executives,predict,predict,executives,"but after trading losses in the mid-october market jolts here , many people will be lucky jobs to have at all , executives predict ."
"the mergers and acquisitions market has been a saving grace for the industry , but uncertainties are beginning to mount even there .",uncertainties,beginning,beginning,uncertainties,"the mergers and acquisitions market has been a saving grace for the industry , but uncertainties to mount even there are beginning ."
it all adds up to a cold winter here .,it,adds,adds,it,all it adds up to a cold winter here .
"last summer , he chucked his 10-year career as a london stockbroker and headed for the mountains .",he,chucked,chucked,he,"last summer , he his 10-year career as a london stockbroker chucked and headed for the mountains ."
analysts said the move could presage even harsher action by the banks .,analysts,said,presage said,move analysts,analysts the move even harsher action by the banks could presage said .
"they also worry that if the government applies asset-forfeiture laws broadly , the best defense lawyers will be unwilling to take criminal cases unless they are assured of being paid .",they,worry,assured worry applies,they they government,"they that if the government asset-forfeiture laws applies broadly , the best defense lawyers will be unwilling criminal cases to take unless they are assured of being paid also worry ."
"since , like earthquakes , stock market disturbances will always be with us , it is prudent to take all possible precautions against another such market collapse .",it,is,is,it,"since , like earthquakes , stock market disturbances will always be with us , it is prudent all possible precautions against another such market collapse to take ."
"in general , markets function well and adjust smoothly to changing economic and financial circumstances .",markets,function,function,markets,"in general , markets function well and adjust smoothly to changing economic and financial circumstances ."
this does not mean that the federal reserve does not already play an important indirect role in the stock market .,this,mean,mean play,this reserve,this that the federal reserve an important indirect role does not already play in the stock market does not mean .
"in 1987 , it pumped billions into the markets through open market operations and the discount window .",it,pumped,pumped,it,"in 1987 , it billions pumped into the markets through open market operations and the discount window ."
it lent money to banks and encouraged them to make funds available to brokerage houses .,it,lent,lent,it,it money lent to banks and them funds available to brokerage houses to make encouraged .
i can not recall any disorder in currency markets since the 1974 guidelines were adopted .,i,recall,recall adopted,i guidelines,i any disorder in currency markets can not recall since the 1974 guidelines were adopted .
this is adapted from a speech to the commonwealth club in san francisco .,this,adapted,adapted,this,this is adapted from a speech to the commonwealth club in san francisco .
"in other comments , he said takeovers may not always be the most efficient way of securing a change of corporate direction or strategy .",he,said,said,he,"in other comments , he takeovers may not always be the most efficient way of a change of corporate direction or strategy securing said ."
"on friday , intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations .",intel,began,cause began,bugs intel,"on friday , intel about the bugs which the chip cause wrong answers for some mathematical calculations to give customers notifying began ."
hewlett announced last week that it planned to ship a computer based on the 486 chip early next year .,hewlett,announced,announced planned,hewlett it,hewlett that it a computer based on the 486 chip to ship early next year planned announced last week .
"yesterday , compaq plunged further , closing at $ 100 a share , off $ 8.625 a share , on volume of 2,633,700 shares .",compaq,plunged,plunged,compaq,"yesterday , compaq closing off $ 8.625 a share at $ 100 a share , , on volume of 2,633,700 shares plunged further , ."
intel said it had corrected the problems and would start producing bugless chips next week .,intel,said,corrected said,it intel,intel it the problems had corrected and bugless chips producing next week would start said .
"in late september , ibm began shipping a plug-in card that converts its ps/2 model 70-a21 from a 80386 machine to an 80486 machine .",ibm,began,began,ibm,"in late september , ibm a plug-in card that its ps/2 model 70-a21 converts from a 80386 machine to an 80486 machine shipping began ."
"ibm has no plans to recall its add-on cards , the spokeswoman said , and could probably circumvent the bugs without long product delays .",ibm,has,has said,ibm spokeswoman,"ibm no plans its add-on cards to recall has , the spokeswoman said , and the bugs could probably circumvent without long product delays ."
"since then , intel has cornered a large part of the market with successive generations of 16-bit and 32-bit chips , all of which can run software written for previous models .",intel,cornered,cornered run,intel chips,"since then , intel a large part of the market has cornered with successive generations of 16-bit and 32-bit chips , all of which software written for previous models can run ."
"he said the move could be the beginning of a broader relationship between the two companies , one that could open up new markets for bethlehem .",he,said,said open,he one,"he the move could be the beginning of a broader relationship between the two companies , one that new markets could open up for bethlehem said ."
"once the consolidation is complete , bethlehem plans to concentrate its forgings business on nuclear fabrication , hardened steel and large-diameter steel rolls for rolling mills and selected custom-die applications .",bethlehem,plans,is plans,consolidation bethlehem,"once the consolidation is complete , bethlehem its forgings business to concentrate on nuclear fabrication , hardened steel and large-diameter steel rolls for rolling mills and selected custom-die applications plans ."
bethlehem said earlier this year that it planned to restructure the bethforge division to improve its cost structure .,bethlehem,said,planned said,it bethlehem,bethlehem that it to restructure the bethforge division its cost structure to improve planned said earlier this year .
"in the second quarter , bethlehem posted a $ 50 million charge related to its plans to realign the division .",bethlehem,posted,posted,bethlehem,"in the second quarter , bethlehem a $ 50 million charge related to its plans the division to realign posted ."
it turns out that columbia had this huge loss in large part because the new congressionally mandated rules forced it to adjust the book value of its soon-to-be-sold junk bonds to the lower of either their cost or market value .,it,turns,turns forced had,it rules columbia,it that columbia this huge loss had in large part because the new congressionally mandated rules it the book value of its soon-to-be-sold junk bonds to adjust to the lower of either their cost or market value forced turns out .
"they could no longer be classified as what columbia regarded them , namely long-term investments .",they,classified,classified,they,"they could no longer be classified as what columbia them regarded , namely long-term investments ."
"i believe we have to take a shot at getting as much done as we can through the court , through justice and through state and federal regulatory agencies .",i,believe,have believe,we i,"i we a shot to take at getting as much done as we can through the court , through justice and through state and federal regulatory agencies have believe ."
"as part of its restructuring several years ago , exxon moved most of those out of the city and sold its 53-floor rockefeller center skyscraper to a japanese company .",exxon,moved,moved,exxon,"as part of its restructuring several years ago , exxon most of those moved out of the city and its 53-floor rockefeller center skyscraper sold to a japanese company ."
exxon said it will build a new headquarters on a 132-acre tract in the 10-year-old las colinas complex in the suburb of irving .,exxon,said,said build,exxon it,exxon it a new headquarters will build on a 132-acre tract in the 10-year-old las colinas complex in the suburb of irving said .
"until the building is completed , exxon will rent part of an existing office tower .",exxon,rent,completed rent,building exxon,"until the building is completed , exxon part of an existing office tower will rent ."
"plus , one exxon official said , by eliminating the typically long new york commutes between office and home , management will expect employees to work 40 hours a week in dallas , rather than a 35-hour work week in new york .",management,expect,expect said,management official,"plus , one exxon official said , by the typically long new york commutes between office and home eliminating , management employees 40 hours a week to work in dallas , rather than a 35-hour work week in new york will expect ."
"in the first nine months of this year output was 5,377,000 metric tons , down from 5,441,000 metric tons a year earlier .",output,was,was,output,"in the first nine months of this year output was 5,377,000 metric tons , down from 5,441,000 metric tons a year earlier ."
ima is a group that includes first boston corp. and the pritzker family of chicago through the leveraged buy-out fund harry gray melvyn klein & partners .,ima,is,is includes,ima group,ima is a group that first boston corp. and the pritzker family of chicago includes through the leveraged buy-out fund harry gray melvyn klein & partners .
it also was considering a restructuring to help boost the stock price .,it,considering,considering,it,it a restructuring the stock price boost to help also was considering .
"it received more offers , but the auction was surprisingly won by ima , which bid $ 28 a share and asked mr. gilleland to stay on as an equity participant .",it,received,bid received won,ima it auction,"it more offers received , but the auction by ima , which $ 28 a share bid and mr. gilleland to stay on as an equity participant asked was surprisingly won ."
he indicated that some assets might be sold off to service the debt .,he,indicated,sold indicated,assets he,he that some assets the debt to service might be sold off indicated .
but they never materialized and ima completed the purchase yesterday .,they,materialized,completed materialized,ima they,but they never materialized and ima the purchase completed yesterday .
he added that the president already has the power to close the markets in an emergency .,he,added,has added,president he,he that the president the power the markets to close in an emergency already has added .
he noted that some minimum margin requirements have been reduced to levels below those before the 1987 crash .,he,noted,reduced noted,requirements he,he that some minimum margin requirements have been reduced to levels below those before the 1987 crash noted .
margins are the amount of money an investor needs to put up to buy or sell a futures contract .,margins,are,are needs,margins investor,margins are the amount of money an investor to put up a futures contract to buy or sell needs .
"margins were raised or lowered about a dozen times since the crash oct. 19 , 1987 .",margins,raised,raised,margins,"margins about a dozen times were raised or lowered since the crash oct. 19 , 1987 ."
but he added that individuals still are participating in the equity market indirectly through mutual funds and pension funds .,he,added,added participating,he individuals,but he that individuals still are participating indirectly in the equity market through mutual funds and pension funds added .
"these include provisions relating to the technology and systems that must be employed by exchanges , oversight and disciplinary procedures for exchange trading practices , the relationship between commodity brokerage firms and floor traders , and exchange governance .",these,include,employed include,technology these,"these provisions to the technology and systems that must be employed by exchanges relating , oversight and disciplinary procedures for exchange trading practices , the relationship between commodity brokerage firms and floor traders , and exchange governance include ."
cost is a key consideration because of the global sweep of the financial markets .,cost,is,is,cost,cost is a key consideration because of the global sweep of the financial markets .
these include the extension of liability into areas beyond those established by judicial precedent and the expansion of liability to include punitive damages .,these,include,include,these,these the extension of liability into areas beyond those established by judicial precedent and the expansion of liability punitive damages to include include .
it is only logical to assume that the enactment of this provision will lead to increased litigation .,it,is,is lead,it enactment,it is only logical that the enactment of this provision will lead to increased litigation to assume .
this would force out of business many of the individuals and small firms that function as floor brokers .,this,force,force function,this individuals,this out of business many of the individuals and small firms that function as floor brokers would force .
"in other words , regulation will occur through inaction and happenstance , rather than through a normal deliberative procedure .",regulation,occur,occur,regulation,"in other words , regulation will occur through inaction and happenstance , rather than through a normal deliberative procedure ."
"for the killer and thief , said mahran , fame flows from the barrel of a gun .",fame,flows,flows,fame,"for the killer and thief , said mahran , fame flows from the barrel of a gun ."
"but they do show the range of a restless intellect whose 30-odd novels span five decades and include work of social realism , protest and allegory .",they,show,show span,they novels,"but they the range of a restless intellect whose 30-odd novels five decades span and work of social realism , protest and allegory include do show ."
"published in 1949 , it follows the decline of a cairo family with the saga-like sweep and rich detail that critics often compare to dickens , balzac and galsworthy .",it,follows,follows compare,it critics,"published in 1949 , it the decline of a cairo family follows with the saga-like sweep and rich detail critics that often compare to dickens , balzac and galsworthy ."
"hassan comes to a bad end , but so does almost everyone else in the book .",hassan,comes,comes does,hassan everyone,"hassan comes to a bad end , but almost everyone else in the book so does ."
"here , the city is dark and laden with symbolism : said has left his jail cell only to enter the larger prison of cairo society .",said,left,left is,said city,"here , the city is dark and laden with symbolism : said his jail cell has left the larger prison of cairo society only to enter ."
veiling his message has helped him endure .,him,endure,endure,him,his message veiling him endure has helped .
"characters complain ceaselessly about food queues , prices and corruption .",characters,complain,complain,characters,"characters complain ceaselessly about food queues , prices and corruption ."
"having lost their faith in god , in social reform and in opium , cairenes are left with nothing but their sense of humor .",cairenes,left,left,cairenes,"their faith in god , in social reform and in opium having lost , cairenes are left with nothing but their sense of humor ."
"yesterday it closed at $ 4.375 a share , up $ 1.125 , in national over-the-counter trading .",it,closed,closed,it,"yesterday it closed up $ 1.125 at $ 4.375 a share , , in national over-the-counter trading ."
phoenix declined to comment .,phoenix,declined,declined,phoenix,phoenix to comment declined .
"norwood is controlled by daniel l. barnett and paul a. reese , both officers of boston-based oasis capital management inc. , a small boston money management firm .",norwood,controlled,controlled,norwood,"norwood is controlled by daniel l. barnett and paul a. reese , both officers of boston-based oasis capital management inc. , a small boston money management firm ."
"it also provides for benefit adjustments , including a partial restoration of vacations and holidays , as well as work-rule changes to increase productivity .",it,provides,provides,it,"it also provides for benefit adjustments , including a partial restoration of vacations and holidays , as well as work-rule changes productivity to increase ."
"hud has no paper work whatsoever on 30 of the projects , none of the others has been approved and not a single congressional hearing has been held on any of them .",hud,has,has held approved,hud hearing none,"hud no paper work whatsoever on 30 of the projects has , none of the others has been approved and not a single congressional hearing has been held on any of them ."
they merely collect campaign contributions from developers that help keep them in office .,they,collect,help collect,developers they,they from developers that them in office keep help campaign contributions merely collect .
they are often closed to the public and no minutes are taken .,they,closed,taken closed,minutes they,they are often closed to the public and no minutes are taken .
members find it easy to doctor legislation by slipping in special provisions that could never survive in the cold light of day .,members,find,find,members,members easy it legislation to doctor by special provisions that could never survive in the cold light of day slipping in find .
"this is slightly adapted from remarks oct. 7 by former secretary of state george p. shultz to an alumni gathering at the stanford business school , where he has returned to the faculty :",this,adapted,adapted returned,this he,"this is slightly adapted from remarks oct. 7 by former secretary of state george p. shultz to an alumni gathering at the stanford business school , he where has returned to the faculty :"
i was struck a couple of years ago by the drug-interdiction effort in the bahamas .,i,struck,struck,i,i was struck a couple of years ago by the drug-interdiction effort in the bahamas .
we had intercepted during the year an estimated $ 5 billion street value of cocaine .,we,intercepted,intercepted,we,we an estimated $ 5 billion street value of cocaine had intercepted during the year .
nobody has any credible estimate .,nobody,has,has,nobody,nobody any credible estimate has .
i welcome the emphasis that is now being put on the drug problem .,i,welcome,welcome,i,i the emphasis that is now being put on the drug problem welcome .
"but , i have to tell you that it seems to me that the conceptual base of the current program is flawed and the program is not likely to work .",i,have,seems is have flawed,it program i base,"but , i you that it that the conceptual base of the current program is flawed and the program is not likely to work seems to me to tell have ."
"we designed a comprehensive program , and we worked hard on it .",we,designed,worked designed,we we,"we a comprehensive program designed , and we worked hard on it ."
in the reagan administration we designed a comprehensive program ; we worked very hard on it .,we,designed,designed worked,we we,in the reagan administration we a comprehensive program designed ; we worked very hard on it .
"with these incentives , demand creates its own supply and a criminal network along with it .",demand,creates,creates,demand,"with these incentives , demand its own supply and a criminal network along with it creates ."
so i think the conceptual base needs to be thought out in a different way .,i,think,needs think,base i,i the conceptual base to be thought out in a different way needs so think .
we need at least to consider and examine forms of controlled legalization of drugs .,we,need,need,we,we forms of controlled legalization of drugs to consider and examine need at least .
i find it very difficult to say that .,i,find,find,i,i very difficult it that to say find .
sometimes at a reception or cocktail party i advance these views and people head for somebody else .,i,advance,advance head,i people,at a reception or cocktail party i these views sometimes advance and people head for somebody else .
"while a buildup of these stocks adds to gnp , it can hurt the economy because a pileup of unsold goods can lead to production cuts and layoffs .",it,hurt,hurt lead adds,it pileup buildup,"while a buildup of these stocks adds to gnp , it the economy can hurt because a pileup of unsold goods can lead to production cuts and layoffs ."
chevrolet already has cash incentives on the 1989 models of these vehicles .,chevrolet,has,has,chevrolet,chevrolet cash incentives on the 1989 models of these vehicles already has .
"but in 1988 , it ran into a buzz saw : a defense department spending freeze .",it,ran,ran,it,"but in 1988 , it ran into a buzz saw : a defense department spending freeze ."
others are trying to find specialty defense work spared by the slowdown or new niches created by budget-cutting .,others,trying,trying,others,others specialty defense work spared by the slowdown or new niches created by budget-cutting to find are trying .
"in the belief that development of advanced military technology will remain a top defense department priority , erc last year acquired w.j. schafer associates , a technical and scientific analysis company with contracts under the strategic defense initiative .",erc,acquired,acquired remain,erc development,"in the belief that development of advanced military technology a top defense department priority will remain , last year erc w.j. schafer associates , a technical and scientific analysis company with contracts under the strategic defense initiative acquired ."
"unc also is selling new parts , if needed , directly to the military instead of through a prime contractor .",unc,selling,selling,unc,"unc new parts also is selling , if needed , directly to the military instead of through a prime contractor ."
it is also taking over the maintenance of certain navy aircraft with 40 % fewer people than the military used .,it,taking,taking used,it military,it the maintenance of certain navy aircraft is also taking over with 40 % fewer people than the military used .
"he was convicted of charging interest rates much higher than what the law permitted , and attempting to evade income taxes by using a double accounting system .",he,convicted,convicted,he,"he was convicted of interest rates much higher than what the law permitted charging , and income taxes to evade by a double accounting system using attempting ."
"in 30 years of collecting impressionist and japanese paintings , he has acquired 600 items , he says , enough to persuade him to start a museum next year .",he,acquired,acquired says,he he,"in 30 years of impressionist and japanese paintings collecting , he 600 items , he says , enough him a museum to start next year to persuade has acquired ."
he says he spent $ 300 million on his art business this year .,he,says,says spent,he he,he he $ 300 million spent on his art business this year says .
revenue doubled from two years ago .,revenue,doubled,doubled,revenue,revenue doubled from two years ago .
"that is , if the company reported results correctly .",that,is,is reported,that company,"that is , if the company results reported correctly ."
"but when asked what exactly he does in business , he immediately takes offense .",he,takes,takes,he,"but what exactly he does in business when asked , he offense immediately takes ."
he says he has never even dined with gangsters .,he,says,says dined,he he,he he has never even dined with gangsters says .
"from there , he set up his finance company and rapidly expanded from lending to investment in real estate to building golf courses .",he,set,set,he,"from there , he his finance company set up and rapidly expanded from lending to investment in real estate golf courses to building ."
"he spends most weekends flying his helicopter to one of his nine courses , he says , two of which were designed by jack nicklaus .",he,spends,spends says,he he,"he most weekends his helicopter flying to one of his nine courses , he says , two of which were designed by jack nicklaus spends ."
he also owns courses in the u.s. and france .,he,owns,owns,he,he courses in the u.s. and france also owns .
he also leads an opulent life style .,he,leads,leads,he,he an opulent life style also leads .
"although mr. morishita says little about his business , he offers one rule to success : never gamble too far .",he,offers,offers says,he morishita,"although mr. morishita little about his business says , he one rule to success : never gamble too far offers ."
he co-founded the company with grant tinker and mary tyler moore in 1969 .,he,co-founded,co-founded,he,he the company co-founded with grant tinker and mary tyler moore in 1969 .
"mtm is a unit of british-based tvs entertainment plc , whose chief executive officer , james gatward , will oversee the company until a successor is named .",mtm,is,is named oversee,mtm successor officer,"mtm is a unit of british-based tvs entertainment plc , whose chief executive officer , james gatward , the company will oversee until a successor is named ."
"but it said that its consumer banks in oregon , california , nevada and washington performed well during the quarter and that nonperforming assets at these banks declined by 14 % over the year-ago period .",it,said,said declined performed,it assets banks,"but it that its consumer banks in oregon , california , nevada and washington performed well during the quarter and that nonperforming assets at these banks declined by 14 % over the year-ago period said ."
"the last time parties to these settlements negotiated wage increases , mostly in 1986 or 1987 , wages increased an average of 2.4 % a year over the life of the contracts .",wages,increased,negotiated increased,parties wages,"the last time parties to these settlements wage increases negotiated , mostly in 1986 or 1987 , wages an average of 2.4 % a year over the life of the contracts increased ."
this reflects the restoration of wage cuts in the steel and other industries as well as higher wages granted nurses who work in health-care facilities .,this,reflects,reflects,this,this the restoration of wage cuts in the steel and other industries as well as higher wages nurses who work in health-care facilities granted reflects .
he speaks only in filipino .,he,speaks,speaks,he,he speaks only in filipino .
"as they did when the philippines was a colony of the u.s. , teachers for the most part teach in english , even though it is a foreign language for most philippine children .",teachers,teach,is teach was,it teachers philippines,"as did when they the philippines was a colony of the u.s. , for the most part teachers teach in english , even though it is a foreign language for most philippine children ."
"as a result , they often speak one language at home , another at school .",they,speak,speak,they,"as a result , they one language often speak at home , another at school ."
acting sometimes falls flat .,acting,falls,falls,acting,acting flat sometimes falls .
"in addition , cms reported third-quarter net of $ 68.2 million , or 83 cents a share , up from $ 66.8 million , or 81 cents a share , a year ago .",cms,reported,reported,cms,"in addition , cms third-quarter net of $ 68.2 million , or 83 cents a share , up from $ 66.8 million , or 81 cents a share , a year ago reported ."
"it will have 11.8 million shares outstanding after the offering , with healthdyne owning about 65 % of the total .",it,have,owning have,healthdyne it,"it 11.8 million shares outstanding will have after the offering , with healthdyne about 65 % of the total owning ."
"bostic is one of the previously unnamed units , and the first of the five to be sold .",bostic,is,is,bostic,"bostic is one of the previously unnamed units , and the first of the five to be sold ."
bostic posted 1988 sales of $ 255 million .,bostic,posted,posted,bostic,bostic 1988 sales of $ 255 million posted .
"congress has decided to raise $ 40 million by charging companies $ 20,000 for the honor of filing the required papers under the hart-scott-rodino law .",congress,decided,decided,congress,"congress $ 40 million to raise by $ 20,000 charging companies for the honor of the required papers under the hart-scott-rodino law filing has decided ."
"but sources said he will be urging his allies to boost their stakes in navigation mixte , which is being traded in london and is to resume trading in paris tuesday .",sources,said,said traded urging,sources mixte he,"but sources he his allies their stakes in navigation mixte , which is being traded in london and trading in paris to resume tuesday is to boost will be urging said ."
"for the moment , the sources said , he has decided against seeking a white knight or organizing a counterbid for paribas .",he,decided,decided said,he sources,"for the moment , the sources said , he has decided against a white knight seeking or a counterbid for paribas organizing ."
"if holders avoid tendering to paribas , he added , they can expect strong dividends again next year .",they,expect,added expect avoid,he they holders,"if holders tendering to paribas avoid , he added , they strong dividends again next year can expect ."
"analysts noted that over the past 20 years , mr. fournier has built his company through astute stock-market activity and has warded off at least three takeover attempts .",analysts,noted,noted built,analysts fournier,"analysts that over the past 20 years , mr. fournier his company has built through astute stock-market activity and at least three takeover attempts has warded off noted ."
"paribas still needs the go-ahead from the commission des operations de bourse , a government regulatory agency , but analysts said that is considered likely .",paribas,needs,needs said considered,paribas analysts that,"paribas the go-ahead from the commission des operations de bourse , a government regulatory agency still needs , but analysts that likely is considered said ."
"paribas said monday that it intends to bid to boost its stake in navigation mixte to 66.7 % , from the 18.7 % it already owns .",paribas,said,said owns intends,paribas it it,"paribas that it its stake in navigation mixte to boost to 66.7 % , from the 18.7 % it already owns to bid intends said monday ."
"paribas says it will offer 1,850 francs ( $ 296.95 ) each for navigation mixte shares that enjoy full dividend rights , and 1,800 francs each for a block of shares issued july 1 , which will receive only partial dividends this year .",paribas,says,says offer enjoy receive,paribas it shares block,"paribas it for navigation mixte shares that full dividend rights enjoy 1,850 francs ( $ 296.95 ) each will offer , and 1,800 francs each for a block of shares issued july 1 , which only partial dividends will receive this year says ."
"in addition , corporations are now shouldering a bigger share of the tax burden , as the authors of the 1986 law hoped .",corporations,shouldering,shouldering hoped,corporations authors,"in addition , corporations a bigger share of the tax burden are now shouldering , as the authors of the 1986 law hoped ."
"he retains his titles of president and chief operating officer and succeeds as chief executive howard o. painter jr. , who remains chairman of the board .",he,retains,retains,he,"he his titles of president and chief operating officer retains and howard o. painter jr. , who chairman of the board remains succeeds as chief executive ."
dsp makes electronic instrumentation and data acquisition systems .,dsp,makes,makes,dsp,dsp electronic instrumentation and data acquisition systems makes .
"still , for those with a long-term eye on the vast u.s. retail market , this is a tempting time to look for bargains .",this,is,is,this,"still , for those with a long-term eye on the vast u.s. retail market , this is a tempting time to look for bargains ."
"federated ran into a cash crunch after it was acquired last year by campeau , which relied heavily on debt to finance the transaction .",federated,ran,relied ran acquired,campeau federated it,"federated ran into a cash crunch after it by campeau , which the transaction to finance relied heavily on debt was acquired last year ."
first they set up overseas merchandising offices to import items and track new fashion trends .,they,set,set,they,they overseas merchandising offices items to import and new fashion trends track first set up .
then they opened small gift shops mostly aimed at japanese tourists .,they,opened,opened,they,they small gift shops mostly aimed at japanese tourists then opened .
and mitsukoshi recently increased its equity stake in tiffany & co. to 13 % .,mitsukoshi,increased,increased,mitsukoshi,and mitsukoshi its equity stake in tiffany & co. recently increased to 13 % .
"through the longstanding relationship between the two companies , mitsukoshi has opened 22 tiffany shops in its stores and arcades in japan .",mitsukoshi,opened,opened,mitsukoshi,"through the longstanding relationship between the two companies , mitsukoshi 22 tiffany shops in its stores and arcades in japan has opened ."
but he stops there .,he,stops,stops,he,but he stops there .
"it said the regular 1988 deficit amounted to $ 43.5 million , based on revenue of $ 74.4 million and expenses of $ 117.9 million .",it,said,said amounted,it deficit,"it the regular 1988 deficit amounted to $ 43.5 million , based on revenue of $ 74.4 million and expenses of $ 117.9 million said ."
but it said extraordinary expenditures for its radio station and restoration of buildings increased the deficit to $ 57.2 million .,it,said,said increased,it expenditures,but it extraordinary expenditures for its radio station and restoration of buildings the deficit increased to $ 57.2 million said .
"canada was the second most pro-nato country with 78 % supporting the alliance , followed by the u.s. with 75 % , britain with 71 % , belgium with 69 % and west germany with 63 % .",canada,was,was supporting,canada %,"canada was the second most pro-nato country with 78 % the alliance supporting , followed by the u.s. with 75 % , britain with 71 % , belgium with 69 % and west germany with 63 % ."
"dealers bought the used stamps cheaply from charities , including the guide dogs for the blind association .",dealers,bought,bought,dealers,"dealers the used stamps bought cheaply from charities , including the guide dogs for the blind association ."
but attendance is down from previous years .,attendance,is,is,attendance,but attendance is down from previous years .
dig is the vehicle being used to pursue to acquisition .,dig,is,is,dig,dig is the vehicle to pursue to acquisition being used .
"while bond investors would have preferred growth to be a little slower , they were cheered by inflation measures in the data that showed prices rising at a modest annual rate of 2.9 % .",they,cheered,cheered preferred showed rising,they investors measures prices,"while bond investors growth to be a little slower would have preferred , they by inflation measures in the data that showed prices rising at a modest annual rate of 2.9 % were cheered ."
this was in addition to a more parochial $ 4.5 million authorization for a health center in south carolina upheld by a 273-121 vote in the house last night .,this,was,was,this,this was in addition to a more parochial $ 4.5 million authorization for a health center in south carolina upheld by a 273-121 vote in the house last night .
"ford predicted fourth-quarter net income will fall below the year-earlier level , partly because of a likely $ 500 million charge from the sale of its steel operations .",ford,predicted,predicted fall,ford income,"ford fourth-quarter net income will fall below the year-earlier level , partly because of a likely $ 500 million charge from the sale of its steel operations predicted ."
ford managed to show a profit for the quarter primarily because of earnings from overseas auto operations and financial services .,ford,managed,managed,ford,ford a profit for the quarter to show managed primarily because of earnings from overseas auto operations and financial services .
"in the latest nine months , ford earned $ 3.52 billion , or $ 7.51 a share , compared with $ 4.14 billion , or $ 8.53 a share .",ford,earned,earned,ford,"in the latest nine months , ford $ 3.52 billion , or $ 7.51 a share earned , compared with $ 4.14 billion , or $ 8.53 a share ."
"in the 1988 fourth quarter , ford had net of $ 1.16 billion , or $ 2.42 a share .",ford,had,had,ford,"in the 1988 fourth quarter , ford net of $ 1.16 billion , or $ 2.42 a share had ."
sales were flat at $ 7.88 billion .,sales,were,were,sales,sales were flat at $ 7.88 billion .
"in the nine months , net was $ 1.02 billion , or $ 4.38 a share , including the gain from the mitsubishi stock sale , compared with $ 617 million , or $ 2.77 a share , after a charge of $ 93 million , or 42 cents a share , for plant closings in the 1988 period .",net,was,was,net,"in the nine months , net was $ 1.02 billion , or $ 4.38 a share , including the gain from the mitsubishi stock sale , compared with $ 617 million , or $ 2.77 a share , after a charge of $ 93 million , or 42 cents a share , for plant closings in the 1988 period ."
sales rose 8.4 % to $ 27.95 billion from $ 25.78 billion .,sales,rose,rose,sales,sales 8.4 % rose to $ 27.95 billion from $ 25.78 billion .
but analysts estimated that gm had a loss of as much as $ 300 million on domestic vehicle operations .,analysts,estimated,had estimated,gm analysts,but analysts that gm a loss of as much as $ 300 million on domestic vehicle operations had estimated .
