original_sent,main_subj,main_verb,all_verbs,all_subjs,reordered_sent
but they were stripped from the senate bill after staffers estimated penalty revenue would fall by $ 216 million over five years .,they,stripped,stripped estimated fall,they staffers revenue,but they were stripped from the senate bill after staffers penalty revenue would fall by $ 216 million over five years estimated .
states are following suit .,states,following,following,states,states suit are following .
hugo felled vast timberlands .,hugo,felled,felled,hugo,hugo vast timberlands felled .
"that may leave a lot of leeway for u.s. bankruptcy judge burton r. lifland to decide what , if anything , the pilots actually collect .",that,leave,leave decide,that lifland,"that a lot of leeway for u.s. bankruptcy judge burton r. lifland what , if anything , the pilots actually collect to decide may leave ."
"in august , he issued the ruling that let the pilots pursue their back-pay grievance before the arbitrator .",he,issued,issued pursue,he pilots,"in august , he the ruling that the pilots their back-pay grievance pursue before the arbitrator let issued ."
"in a statement to employees , eastern said the company was disappointed by the ruling .",eastern,said,was said,company eastern,"in a statement to employees , eastern the company was disappointed by the ruling said ."
"eastern has disputed the claim , but a federal district court , an appeals court and now the arbitrator have all sided with the pilots .",eastern,disputed,disputed sided,eastern court,"eastern the claim has disputed , but all a federal district court , an appeals court and now the arbitrator have sided with the pilots ."
"he joins nov. 13 , dissolving his consulting firm , canter , achenbaum associates .",he,joins,joins,he,"he joins nov. 13 , his consulting firm , canter , achenbaum associates dissolving ."
"as a consultant , he has given seminars at agencies including ogilvy & mather on how to win new business .",he,given,given,he,"as a consultant , he seminars has given at agencies including ogilvy & mather on new business how to win ."
"he spent most of his career formulating marketing strategies , but became best-known for chipping away at ad agency compensation .",he,spent,spent,he,"he most of his career marketing strategies formulating spent , but best-known for chipping away at ad agency compensation became ."
"he will concentrate on , among others , j.p. morgan and hyundai .",he,concentrate,concentrate,he,"he will concentrate on , among others , j.p. morgan and hyundai ."
clients include miller brewing co. and general motors .,clients,include,include,clients,clients miller brewing co. and general motors include .
revenue increased 20 % to $ 246.6 million from $ 204.8 million .,revenue,increased,increased,revenue,revenue 20 % increased to $ 246.6 million from $ 204.8 million .
excerpts follow :,excerpts,follow,follow,excerpts,excerpts follow :
they are already industrialized ... .,they,are,are,they,they are already industrialized ... .
i think the earlier strident notes struck by -lcb- u.s. commerce secretary robert -rcb- mosbacher and -lcb- u.s. trade representative -rcb- carla hills have been more rounded .,i,think,think,i,i the earlier strident notes struck by -lcb- u.s. commerce secretary robert -rcb- mosbacher and -lcb- u.s. trade representative -rcb- carla hills have been more rounded think .
"we are willing to share the political burden of being host to america , an imperial power .",we,are,are,we,"we are willing the political burden of being host to america , an imperial power to share ."
i really do not understand how it is that filipinos feel so passionately involved in this father figure that they want to dispose of and yet they need .,i,understand,want understand need feel is,they i they filipinos it,i it that filipinos so passionately involved in this father figure that they to dispose of want and they yet need feel how is really do not understand .
they lorded it over me .,they,lorded,lorded,they,they it lorded over me .
they did themselves even more good .,they,did,did,they,they even more good did themselves .
"using small electrical shocks applied to her feet , they were able to monitor sensory nerves .",they,were,were,they,"small electrical shocks applied to her feet using , they were able sensory nerves to monitor ."
researchers can apply for permission to use the probes for brain studies .,researchers,apply,apply,researchers,researchers can apply for permission the probes to use for brain studies .
"at the state university of new york at brooklyn , researchers flash two groups of different letters on a computer screen in front of human guinea pigs .",researchers,flash,flash,researchers,"at the state university of new york at brooklyn , researchers two groups of different letters flash on a computer screen in front of human guinea pigs ."
"hewlett-packard is a palo alto , calif. , computer maker .",hewlett-packard,is,is,hewlett-packard,"hewlett-packard is a palo alto , calif. , computer maker ."
"they pay interest only for 115 months , with principal payments beginning thereafter .",they,pay,pay,they,"they interest pay only for 115 months , with principal payments beginning thereafter ."
"here in this new center for japanese assembly plants just across the border from san diego , turnover is dizzying , infrastructure shoddy , bureaucracy intense .",turnover,is,is,turnover,"here in this new center for japanese assembly plants just across the border from san diego , turnover is dizzying , infrastructure shoddy , bureaucracy intense ."
"japan ranks as only the fourth largest foreign investor in mexico , with 5 % of the total investments .",japan,ranks,ranks,japan,"japan ranks as only the fourth largest foreign investor in mexico , with 5 % of the total investments ."
that is just 1 % of all the money japan has invested abroad .,that,is,is invested,that japan,that is just 1 % of all the money japan has invested abroad .
he already has finagled a $ 2 billion loan from the japanese government .,he,finagled,finagled,he,he a $ 2 billion loan already has finagled from the japanese government .
but mexico urgently needs more help .,mexico,needs,needs,mexico,but mexico more help urgently needs .
"pressed on the matter , he is more specific .",he,is,is,he,"pressed on the matter , he is more specific ."
"mexico is sending a number of missions to japan looking for a major breakthrough investment in telecommunications , petrochemicals or tourism .",mexico,sending,sending,mexico,"mexico a number of missions is sending to japan looking for a major breakthrough investment in telecommunications , petrochemicals or tourism ."
it is hoped that other japanese would then follow the leader .,it,hoped,follow hoped,japanese it,it that other japanese the leader would then follow is hoped .
it created special 20-year trusts to allow foreigners 100 % ownership in some once-closed industries .,it,created,created,it,it special 20-year trusts created 100 % ownership in some once-closed industries to allow foreigners .
"it also made artful use of semantics , redefining as non-strategic industries some that had been in the national domain .",it,made,made,it,"it artful use of semantics also made , some that had been in the national domain redefining as non-strategic industries ."
"sterling was trading at $ 1.5805 , down from $ 1.5820 late monday .",sterling,trading,trading,sterling,"sterling was trading down from $ 1.5820 late monday at $ 1.5805 , ."
fed funds is the rate banks charge each other on overnight loans ; the fed influences the rate by adding or draining reserves from the banking system .,banks,charge,charge influences is,banks fed funds,fed funds is the rate banks each other charge on overnight loans ; the fed the rate influences by reserves adding or draining from the banking system .
"g-7 consists of the u.s. , japan , britain , west germany , canada , france and italy .",g-7,consists,consists,g-7,"g-7 consists of the u.s. , japan , britain , west germany , canada , france and italy ."
"but , mr. kakita added , once u.s. equities regain some stability , players will move back into dollar-denominated investments , especially treasury bonds , whose value rises when interest rates decline .",players,move,regain decline rises added move,equities rates value kakita players,"but , mr. kakita added , u.s. equities some stability once regain , players will move back into dollar-denominated investments , especially treasury bonds , whose value rises interest rates when decline ."
"in early trading in hong kong wednesday , gold was quoted at $ 373.80 an ounce .",gold,quoted,quoted,gold,"in early trading in hong kong wednesday , gold was quoted at $ 373.80 an ounce ."
he said the government will also repeal the 1 % transaction tax on the first-time purchase of stakes in companies .,he,said,repeal said,government he,he the government the 1 % transaction tax on the first-time purchase of stakes in companies will also repeal said .
"the only permanent losers will be the 200,000 or so workers everyone agrees will be priced out of a job at the $ 4.25 rate congress is likely to approve today .",everyone,agrees,is agrees,congress everyone,"the only permanent losers will be the 200,000 or so workers everyone will be priced out of a job at the $ 4.25 rate congress is likely to approve today agrees ."
"chemical said steven edelson resigned recently , but one individual close to the situation said the resignation was forced .",chemical,said,forced said resigned said,resignation individual edelson chemical,"chemical steven edelson resigned recently said , but one individual close to the situation the resignation was forced said ."
"with such a lopsided book of options , traders say , chemical was more vulnerable to erroneous valuation assumptions .",traders,say,say was,traders chemical,"with such a lopsided book of options , traders say , chemical was more vulnerable to erroneous valuation assumptions ."
he joined the firm in 1963 and bought it from the owners the next year .,he,joined,joined,he,he the firm joined in 1963 and it bought from the owners the next year .
"hogs rose $ 3.40 to $ 46.80 a hundredweight in october , while beef cattle slipped 80 cents to $ 67.40 for each hundred pounds and calves dropped 90 cents to $ 90.20 .",hogs,rose,slipped rose dropped,cattle hogs calves,"hogs $ 3.40 rose to $ 46.80 a hundredweight in october , while beef cattle 80 cents slipped to $ 67.40 for each hundred pounds and calves 90 cents dropped to $ 90.20 ."
"soybeans averaged $ 5.28 a bushel , down 42 cents from september ; corn averaged $ 2.20 , down seven cents , and sorghum grain averaged $ 3.61 for each hundred pounds , down 19 cents , according to the department .",soybeans,averaged,averaged averaged averaged,corn soybeans grain,"soybeans $ 5.28 a bushel averaged down 42 cents from september , ; corn $ 2.20 averaged down seven cents , , and sorghum grain $ 3.61 for each hundred pounds averaged down 19 cents , , according to the department ."
congress has just made it easier for the affluent to qualify for insured loans from the deficit-ridden federal housing administration .,congress,made,made,congress,congress easier for the affluent it to qualify for insured loans from the deficit-ridden federal housing administration has just made .
this is no idle fear last year the fha lost $ 4.2 billion in loan defaults .,this,is,is lost,this fha,this is no idle fear last year the fha $ 4.2 billion in loan defaults lost .
experience has shown that the most important element in predicting a housing-loan default is the down payment .,experience,shown,shown is,experience element,experience that the most important element in a housing-loan default predicting is the down payment has shown .
we hear that hud secretary jack kemp is toying with going along with some of the cranston-mitchell proposals .,we,hear,hear toying,we kemp,we that hud secretary jack kemp is toying with going along with some of the cranston-mitchell proposals hear .
that sounds like a formula for ensuring that he gets dragged into the next hud tar pit .,that,sounds,sounds dragged,that he,that sounds like a formula for that he gets dragged into the next hud tar pit ensuring .
"of course , self-reform is about the last thing this congress is interested in .",self-reform,is,is is,congress self-reform,"of course , self-reform is about the last thing this congress is interested in ."
"like the s&l mess before it , this is a problem congress should be solving , not ignoring .",this,is,is solving,this congress,"like the s&l mess before it , this is a problem congress should be solving , not ignoring ."
terms were not disclosed .,terms,disclosed,disclosed,terms,terms were not disclosed .
officials proposed a cut in the defense budget this year to 70.9 billion rubles ( us$ 114.3 billion ) from 77.3 billion rubles ( us$ 125 billion ) as well as large cuts in outlays for new factories and equipment .,officials,proposed,proposed,officials,officials a cut in the defense budget this year to 70.9 billion rubles ( us$ 114.3 billion ) from 77.3 billion rubles ( us$ 125 billion ) as well as large cuts in outlays for new factories and equipment proposed .
tass said the final budget and economic plan calls for a sharp increase in the production of consumer goods .,tass,said,said calls,tass budget,tass the final budget and economic plan calls for a sharp increase in the production of consumer goods said .
"at times i sequester my mind when i must think with precision , detached from all other thoughts while trying to reach a decision .",i,sequester,sequester think,i i,"at times i my mind detached from all other thoughts while a decision to reach trying sequester i when must think with precision , ."
it has long been rumored that ocean drilling would sell the unit to concentrate on its core oil and gas business .,it,rumored,rumored sell,it drilling,it that ocean drilling the unit would sell to concentrate on its core oil and gas business has long been rumored .
"agreement on these points is a long way from a specific program , and nobody expects the u.s. to rush toward radical restructuring of the health-care system .",nobody,expects,expects is,nobody agreement,"agreement on these points is a long way from a specific program , and nobody the u.s. to rush toward radical restructuring of the health-care system expects ."
it will feature a cost-containment provision designed to keep expanded benefits from fueling higher care prices .,it,feature,feature,it,it a cost-containment provision expanded benefits to keep from higher care prices fueling designed will feature .
"labor is upset because many companies are using higher employee insurance premiums , deductibles and co-payments to deflect surging medical costs to workers .",labor,is,is using,labor companies,"labor is upset because many companies higher employee insurance premiums , deductibles and co-payments are using surging medical costs to deflect to workers ."
he asserts that government has done an even worse job of controlling its health bill than business .,he,asserts,asserts done,he government,he that government an even worse job of its health bill controlling than business has done asserts .
"congress still is struggling to dismantle the unpopular catastrophic care act of 1988 , which boosted benefits for the elderly and taxed them to pay for the new coverage .",congress,struggling,struggling,congress,"congress the unpopular catastrophic care act of 1988 , which benefits for the elderly boosted and them taxed to pay for the new coverage to dismantle still is struggling ."
it is expected to report next summer .,it,expected,expected,it,it to report next summer is expected .
advocates hope that such standards will improve treatment while limiting unnecessary tests and medical procedures .,advocates,hope,hope improve,advocates standards,advocates that such standards treatment will improve while unnecessary tests and medical procedures limiting hope .
he said the new facility will employ 500 of the existing 600 employees .,he,said,employ said,facility he,he the new facility 500 of the existing 600 employees will employ said .
"stelco said it has an option to lease a 350,000-square-foot building in brantford and proposes to spend 24.5 million canadian dollars ( us$ 20.9 million ) on the facility .",stelco,said,has said,it stelco,"stelco it an option a 350,000-square-foot building in brantford to lease has and 24.5 million canadian dollars ( us$ 20.9 million ) to spend on the facility proposes said ."
"terms call for first security to issue about 0.55 share of its stock for each deseret share held , or a total of about 550,000 first security shares .",terms,call,call issue,terms security,"terms call for first security about 0.55 share of its stock for each deseret share held , or a total of about 550,000 first security shares to issue ."
it has about 12.3 million shares outstanding .,it,has,has,it,it about 12.3 million shares outstanding has .
"georgia-pacific closed down $ 2.50 , at $ 50.875 in big board trading .",georgia-pacific,closed,closed,georgia-pacific,"georgia-pacific closed down $ 2.50 , at $ 50.875 in big board trading ."
it was just the culture of the industry that kept it from happening .,it,was,was,it,it was just the culture of the industry that it kept from happening .
"based on 1988 sales , georgia-pacific ranked third at $ 9.51 billion , behind weyerhaeuser co. at $ 10 billion and international paper co. at $ 9.53 billion .",georgia-pacific,ranked,ranked,georgia-pacific,"based on 1988 sales , georgia-pacific ranked third at $ 9.51 billion , behind weyerhaeuser co. at $ 10 billion and international paper co. at $ 9.53 billion ."
nekoosa ranked 11th with sales of $ 3.59 billion .,nekoosa,ranked,ranked,nekoosa,nekoosa ranked 11th with sales of $ 3.59 billion .
"and georgia-pacific could save money in selling pulp , because the company uses its own sales organization while nekoosa employs higher-cost agents .",georgia-pacific,save,uses save employs,company georgia-pacific nekoosa,"and georgia-pacific money could save in pulp selling , because the company its own sales organization uses while nekoosa higher-cost agents employs ."
"but he said that even under those conditions , the company still would realize a savings of tens of millions of dollars in the first year following a merger .",he,said,said realize,he company,"but he that even under those conditions , the company a savings of tens of millions of dollars still would realize in the first year following a merger said ."
"georgia-pacific owns 349,900 nekoosa shares and would need federal antitrust clearance to buy more than $ 15 million worth .",georgia-pacific,owns,owns,georgia-pacific,"georgia-pacific 349,900 nekoosa shares owns and federal antitrust clearance would need more than $ 15 million worth to buy ."
"nekoosa also is being advised by goldman , sachs & co .",nekoosa,advised,advised,nekoosa,"nekoosa also is being advised by goldman , sachs & co ."
"in addition to the usual array of defenses , including a so-called poison pill and a staggered board , nekoosa has another takeover defense : a maine state law barring hostile bidders from merging acquired businesses for five years .",nekoosa,has,has,nekoosa,"in addition to the usual array of defenses , including a so-called poison pill and a staggered board , nekoosa another takeover defense : a maine state law hostile bidders barring from acquired businesses merging for five years has ."
nekoosa is incorporated in maine .,nekoosa,incorporated,incorporated,nekoosa,nekoosa is incorporated in maine .
"investors were quick to spot other potential takeover candidates , all of which have strong cash flows and low-cost operations .",investors,were,were,investors,"investors were quick other potential takeover candidates , all of which strong cash flows and low-cost operations have to spot ."
some predicted that nekoosa will end up being owned by a japanese company .,nekoosa,end,end,nekoosa,some that nekoosa being owned by a japanese company will end up predicted .
"despite the big increases in health-care costs , wages still account for a far greater share of overall labor costs .",wages,account,account,wages,"despite the big increases in health-care costs , wages still account for a far greater share of overall labor costs ."
it also found them rising much more in the northeast than elsewhere .,it,found,found rising,it them,it also found them rising much more in the northeast than elsewhere .
it rose 4.8 % for the 12 months ended in june and 4.7 % in the 12 months ended in september 1988 .,it,rose,rose,it,it 4.8 % rose for the 12 months ended in june and 4.7 % in the 12 months ended in september 1988 .
stateswest had proposed acquiring mesa for $ 7 a share and one share of a new series of stateswest 6 % convertible preferred stock it values at $ 3 a share .,stateswest,proposed,proposed values,stateswest it,stateswest mesa acquiring for $ 7 a share and one share of a new series of stateswest 6 % convertible preferred stock it values at $ 3 a share had proposed .
"stateswest serves 10 cities in california , arizona and nevada .",stateswest,serves,serves,stateswest,"stateswest 10 cities in california , arizona and nevada serves ."
"mesa flies to 42 cities in new mexico , arizona , wyoming , colorado and texas .",mesa,flies,flies,mesa,"mesa flies to 42 cities in new mexico , arizona , wyoming , colorado and texas ."
analysts said the offer for great northern nekoosa broke the pall that settled over the takeover business for the past three weeks in the wake of the collapsed ual corp . buy-out .,analysts,said,broke said,offer analysts,analysts the offer for great northern nekoosa the pall that settled over the takeover business for the past three weeks in the wake of the collapsed ual corp . buy-out broke said .
that indicates speculators are betting a higher offer is in the wings .,that,indicates,betting indicates is,speculators that offer,that speculators a higher offer is in the wings are betting indicates .
"if the national survey confirms a pickup in the manufacturing sector , it could further depress bond prices while bolstering stock prices and the dollar .",it,depress,depress confirms,it survey,"if the national survey a pickup in the manufacturing sector confirms , it bond prices could further depress while stock prices and the dollar bolstering ."
revenue rose 21 % to 22.61 billion francs from 18.69 billion francs .,revenue,rose,rose,revenue,revenue 21 % rose to 22.61 billion francs from 18.69 billion francs .
"for all of 1988 , bouygues had consolidated profit of 519 million francs , after payments to minority interests , on revenue of 50 billion francs .",bouygues,had,had,bouygues,"for all of 1988 , bouygues consolidated profit of 519 million francs had , after payments to minority interests , on revenue of 50 billion francs ."
"coast earned $ 10.2 million , or 67 cents a share , in the year-ago quarter .",coast,earned,earned,coast,"coast $ 10.2 million , or 67 cents a share earned , in the year-ago quarter ."
"it includes removing $ 242 million in good will from the books , issuing $ 150 million in preferred stock and commencing an exchange offer for $ 52 million in convertible bonds .",it,includes,includes,it,"it $ 242 million in good will removing from the books , $ 150 million in preferred stock issuing and an exchange offer for $ 52 million in convertible bonds commencing includes ."
"these include trying to protect its print advertising by invoking the first amendment , and wooing blacks by portraying itself as a protector of civil rights .",these,include,include,these,"these its print advertising to protect by the first amendment invoking trying , and blacks wooing by itself portraying as a protector of civil rights include ."
microsoft added 2 1/8 to 81 3/4 and oracle systems rose 1 1/2 to 23 1/4 .,microsoft,added,added rose,microsoft systems,microsoft 2 1/8 added to 81 3/4 and oracle systems 1 1/2 rose to 23 1/4 .
intel was up 1 3/8 to 33 3/4 .,intel,was,was,intel,intel was up 1 3/8 to 33 3/4 .
"microsoft is up more than 50 % this year , while intel is up more than 40 % .",microsoft,is,is is,microsoft intel,"microsoft is up more than 50 % this year , while intel is up more than 40 % ."
"he said that investors will scour the october employment report , due out friday , for clues about the direction of the economy and the immediate outlook for interest rates .",he,said,said scour,he investors,"he that investors the october employment report , due out friday , will scour for clues about the direction of the economy and the immediate outlook for interest rates said ."
"jaguar topped the most-active list , as its american depository receipts climbed 1 3/4 to 13 5/8 with more than 6.6 million adrs traded .",jaguar,topped,topped climbed traded,jaguar receipts adrs,"jaguar the most-active list topped , as its american depository receipts 1 3/4 climbed to 13 5/8 with more than 6.6 million adrs traded ."
gen-probe was another active takeover stock .,gen-probe,was,was,gen-probe,gen-probe was another active takeover stock .
"monday , mci announced a $ 27 million multiyear contract with the investment bank stuart-james .",mci,announced,announced,mci,"monday , mci a $ 27 million multiyear contract with the investment bank stuart-james announced ."
"yesterday , it received a $ 15 million , three-year contract from drexel burnham lambert .",it,received,received,it,"yesterday , it a $ 15 million , three-year contract received from drexel burnham lambert ."
"but value , it turns out , is only what a buyer will pay .",value,is,turns is,it value,"but , it turns out , value what a buyer will pay is only ."
but it appears to be the sort of hold one makes while heading for the door .,it,appears,appears,it,but it to be the sort of hold one makes while heading for the door appears .
orkem said it eventually would seek to make a public share offering in its u.k. business .,orkem,said,seek said,it orkem,orkem it a public share offering in its u.k. business to make eventually would seek said .
"intelogic was spun off from datapoint four years ago , shortly after mr. edelman took control of datapoint .",intelogic,spun,took spun,edelman intelogic,"intelogic was spun off four years ago from datapoint , after mr. edelman control of datapoint shortly took ."
"sales increased 11 % to # 2.5 billion from # 2.25 billion , while operating profit climbed 13 % to # 225.7 million from # 199.8 million .",sales,increased,climbed increased,profit sales,"sales 11 % increased to # 2.5 billion from # 2.25 billion , while operating profit 13 % climbed to # 225.7 million from # 199.8 million ."
"in an interview , he said federal regulators eventually declared one of the loans the state regulator cited to be a total loss , and forced lincoln to make an $ 18 million downward adjustment on another .",he,said,said declared cited,he regulators regulator,"in an interview , he federal regulators one of the loans the state regulator cited to be a total loss eventually declared , and lincoln an $ 18 million downward adjustment on another to make forced said ."
it is widely expected that they will .,it,expected,expected,it,it that they will is widely expected .
"ltv confirmed the price-increase plan , saying the move is designed to more accurately reflect the value of products and to put steel on more equal footing with other commodities .",ltv,confirmed,confirmed designed,ltv move,"ltv the price-increase plan confirmed , the move the value of products to more accurately reflect and steel to put on more equal footing with other commodities is designed saying ."
"at the same time , steelmakers are trying to invest more to modernize technology and make themselves more competitive .",steelmakers,trying,trying,steelmakers,"at the same time , steelmakers more to invest technology to modernize and themselves more competitive make are trying ."
but analysts say the company is also trying to prevent further price drops .,analysts,say,trying say,company analysts,but analysts the company further price drops to prevent is also trying say .
"and while customers such as steel service centers are continuing to reduce inventories through the fourth quarter , they eventually will begin stocking up again , he notes .",he,notes,begin notes continuing,they he customers,"and while customers such as steel service centers inventories to reduce are continuing through the fourth quarter , they stocking up again eventually will begin , he notes ."
"steelmakers announced a round of base-price increases last year , but began offering sizable discounts over the summer .",steelmakers,announced,announced,steelmakers,"steelmakers a round of base-price increases announced last year , but sizable discounts offering over the summer began ."
"in fact , ltv was the first steelmaker to publicly boost discounts for buyers of cold rolled sheet steel and hot-dipped galvanized sheet steel .",ltv,was,was,ltv,"in fact , ltv was the first steelmaker discounts for buyers of cold rolled sheet steel and hot-dipped galvanized sheet steel to publicly boost ."
"earlier this year , penney abandoned another home shopping venture , telaction corp. , after investing $ 106 million in it .",penney,abandoned,abandoned,penney,"earlier this year , penney another home shopping venture , telaction corp. , abandoned after $ 106 million investing in it ."
"when boyer met robert swanson , an m.i.t.-trained chemist-turned-entrepreneur in 1976 , they saw dollar signs .",they,saw,met saw,boyer they,"boyer robert swanson , an m.i.t.-trained chemist-turned-entrepreneur when met in 1976 , they dollar signs saw ."
"the next to be cloned , human insulin , had market potential and genentech licensed it to eli lilly , which produced 80 % of the insulin used by 1.5 million u.s. diabetics .",genentech,licensed,licensed produced,genentech lilly,"the next to be cloned , human insulin , market potential had and genentech to eli lilly , which 80 % of the insulin used by 1.5 million u.s. diabetics produced it licensed ."
gene-splicing now is an integral part of the drug business .,gene-splicing,is,is,gene-splicing,now gene-splicing is an integral part of the drug business .
it said financing would consist of $ 250 million from a private placement obtained through shearson lehman hutton inc. and a $ 150 million revolving credit line underwritten by chase manhattan bank .,it,said,consist said,financing it,it financing would consist of $ 250 million from a private placement obtained through shearson lehman hutton inc. and a $ 150 million revolving credit line underwritten by chase manhattan bank said .
"it said the venture , expected to take control of the facilities dec. 1 , would also serve another 3,300 independent unocal gasoline stations .",it,said,serve said,venture it,"it the venture , control to take of the facilities dec. 1 expected , another 3,300 independent unocal gasoline stations would also serve said ."
"sales amounted to 1.011 trillion yen , climbing 29 % from 787.02 billion yen .",sales,amounted,amounted,sales,"sales 29 % climbing from 787.02 billion yen amounted to 1.011 trillion yen , ."
"democrats want the tax provision to be a separate bill , subject to the usual procedural obstacles .",democrats,want,want,democrats,"democrats the tax provision to be a separate bill , subject to the usual procedural obstacles want ."
"republicans would try to attach a capital-gains provision to that legislation , hoping the political popularity of its other two parts would dissuade democrats from blocking it .",republicans,try,try dissuade,republicans popularity,"republicans a capital-gains provision to attach to that legislation the political popularity of its other two parts democrats would dissuade from it blocking hoping would try , ."
"to avoid default , lawmakers must pass legislation raising the limit to $ 3.12 trillion from $ 2.80 trillion by next wednesday , according to the treasury .",lawmakers,pass,pass,lawmakers,"default to avoid , lawmakers legislation the limit raising to $ 3.12 trillion from $ 2.80 trillion must pass by next wednesday , according to the treasury ."
traders said the buy programs came from very large institutional accounts that were also active in the stock-index futures markets .,traders,said,said came,traders programs,traders the buy programs came from very large institutional accounts that were also active in the stock-index futures markets said .
"with stocks having been battered lately because of the collapse of takeover offers for ual , the parent company of united airlines , and amr , the parent of american airlines , analysts viewed the proposal as a psychological lift for the market .",analysts,viewed,viewed battered,analysts stocks,"with stocks having been battered lately because of the collapse of takeover offers for ual , the parent company of united airlines , and amr , the parent of american airlines , analysts the proposal viewed as a psychological lift for the market ."
"georgia-pacific fell 2 1/2 to 50 7/8 , but most paper and forest-products stocks firmed as market players speculated about other potential industry takeover targets .",georgia-pacific,fell,speculated fell firmed,players georgia-pacific paper,"georgia-pacific 2 1/2 fell to 50 7/8 , but most paper and forest-products stocks firmed as market players speculated about other potential industry takeover targets ."
"within the paper sector , mead climbed 2 3/8 to 38 3/4 on 1.3 million shares , union camp rose 2 3/4 to 37 3/4 , federal paper board added 1 3/4 to 23 7/8 , bowater gained 1 1/2 to 27 1/2 , stone container rose 1 to 26 1/8 and temple-inland jumped 3 3/4 to 62 1/4 .",mead,climbed,climbed rose rose added jumped gained,mead camp container board temple-inland bowater,"within the paper sector , mead 2 3/8 union camp 2 3/4 rose to 37 3/4 federal paper board 1 3/4 added to 23 7/8 bowater 1 1/2 gained to 27 1/2 climbed to 38 3/4 on 1.3 million shares , , , , stone container 1 rose to 26 1/8 and temple-inland 3 3/4 jumped to 62 1/4 ."
"pfizer gained 1 7/8 to 67 5/8 , schering-plough added 2 1/4 to 75 3/4 , eli lilly rose 1 3/8 to 62 1/8 and upjohn firmed 3/4 to 38 .",pfizer,gained,gained firmed rose added,pfizer upjohn lilly schering-plough,"pfizer 1 7/8 schering-plough 2 1/4 added to 75 3/4 gained to 67 5/8 , , eli lilly 1 3/8 rose to 62 1/8 and upjohn 3/4 firmed to 38 ."
armstrong added 1/8 to 39 1/8 .,armstrong,added,added,armstrong,armstrong 1/8 added to 39 1/8 .
ogden gained 1 1/4 to 32 7/8 .,ogden,gained,gained,ogden,ogden 1 1/4 gained to 32 7/8 .
"volume totaled 11,820,000 shares .",volume,totaled,totaled,volume,"volume totaled 11,820,000 shares ."
"as part of the agreement , cilcorp said it will pay hunter $ 4 million in exchange for agreements not to compete .",cilcorp,said,pay said,it cilcorp,"as part of the agreement , cilcorp it $ 4 million will pay hunter in exchange for agreements not to compete said ."
cilcorp said the businesses to be acquired had revenue of $ 76 million for the year ended march 31 .,cilcorp,said,had said,businesses cilcorp,cilcorp the businesses to be acquired revenue of $ 76 million for the year ended march 31 had said .
revenue soared to $ 101.7 million from $ 39.5 million .,revenue,soared,soared,revenue,revenue soared to $ 101.7 million from $ 39.5 million .
revenue rose 33 % to $ 378.1 million from $ 283.8 million .,revenue,rose,rose,revenue,revenue 33 % rose to $ 378.1 million from $ 283.8 million .
that was when the exchange took a new tack by publishing monthly statistics listing the top 15 program trading firms .,that,was,took was,exchange that,that was the exchange a new tack when took by monthly statistics the top 15 program trading firms listing publishing .
"in stock-index arbitrage , traders buy and sell large amounts of stock with offsetting trades in stock-index futures to profit from fleeting price discrepancies between the two markets .",traders,buy,buy,traders,"in stock-index arbitrage , traders large amounts of stock with offsetting trades in stock-index futures buy and sell to profit from fleeting price discrepancies between the two markets ."
miniscribe reported a negative net worth and hinted it may file for chapter 11 .,miniscribe,reported,file reported,it miniscribe,miniscribe a negative net worth reported and it may file for chapter 11 hinted .
the contraction was twice as large as economists projected and was the sharpest decline since a 19 % drop in january 1982 .,economists,projected,projected was,economists contraction,the contraction was twice as large as economists projected and was the sharpest decline since a 19 % drop in january 1982 .
"economists said the report raised speculation that the economic slowdown could turn into a recession , which would pave the way for the federal reserve to lower interest rates .",economists,said,raised said turn,report economists slowdown,"economists the report speculation that the economic slowdown which the way for the federal reserve interest rates to lower would pave could turn into a recession , raised said ."
"in october 1979 , just days before the federal reserve raised interest rates , ibm offered $ 1 billion in debt securities .",ibm,offered,raised offered,reserve ibm,"in october 1979 , just days before the federal reserve interest rates raised , ibm $ 1 billion in debt securities offered ."
it valued the transaction at $ 800 million .,it,valued,valued,it,it the transaction valued at $ 800 million .
"after fees and repayment of debt , avery is left with about $ 24 million in cash and securities from the uniroyal sale .",avery,left,left,avery,"after fees and repayment of debt , avery is left with about $ 24 million in cash and securities from the uniroyal sale ."
"uniroyal has 2,600 employees and facilities in the u.s. , canada , brazil , italy and taiwan .",uniroyal,has,has,uniroyal,"uniroyal 2,600 employees and facilities has in the u.s. , canada , brazil , italy and taiwan ."
"for at least the next six months , however , avery will continue to pay $ 200,000 a month for management services to a company controlled by messrs. peltz and may , according to the proxy material .",avery,continue,continue,avery,"for at least the next six months , , avery $ 200,000 a month to pay for management services to a company controlled by messrs. peltz and may , according to the proxy material however will continue ."
clarcor said it is inviting proposals from other prospective purchasers of the unit .,clarcor,said,inviting said,it clarcor,clarcor it proposals from other prospective purchasers of the unit is inviting said .
"hiroshima last week held an auction to pick the contractor , expecting to pay about 11 million yen for the project .",hiroshima,held,held,hiroshima,"last week hiroshima an auction about 11 million yen to pay for the project expecting held the contractor to pick , ."
"utilities are a classic example : even in recessions , people continue to use electric power , water and gas at a fairly steady rate .",people,continue,continue are,people utilities,"utilities are a classic example : even in recessions , people electric power , water and gas to use at a fairly steady rate continue ."
