original_sent,main_subj,main_verb,all_verbs,all_subjs,reordered_sent
i suspect i may be one of the few people to have read them all .,i,suspect,suspect,i,i may be one of the few people them all to have read suspect i .
they lied to me on the recruiting trip .,they,lied,lied,they,lied they to me on the recruiting trip .
we are almost left out of -lcb- campus -rcb- social activities .,we,left,left,we,are almost left out we of -lcb- campus -rcb- social activities .
they want late-night shuttles to the biology labs .,they,want,want,they,late-night shuttles to the biology labs want they .
they want a 24-hour library .,they,want,want,they,a 24-hour library want they .
membership has since swelled to between 20 and 25 .,membership,swelled,swelled,membership,has since swelled membership to between 20 and 25 .
it could work .,it,work,work,it,could work it .
"he will succeed charles l. harrington , chairman and chief executive officer , who retired last month .",he,succeed,succeed,he,"charles l. harrington , chairman and chief executive officer , who retired last month will succeed he ."
crestmont is conducting a search for a chief executive .,crestmont,conducting,conducting,crestmont,a search for a chief executive is conducting crestmont .
venezuela has also earmarked $ 200 million in new money for light-crude exploration .,venezuela,earmarked,earmarked,venezuela,$ 200 million in new money has also earmarked venezuela for light-crude exploration .
agip already has an oil stake in libya .,agip,has,has,agip,an oil stake already has agip in libya .
he made a special trip to examine u.s. environmental trends because they are often followed in europe .,he,made,made followed,he they,a special trip made he u.s. environmental trends to examine because are often followed they in europe .
"it will go for work ranging from refinery modification to changes in the distribution system , including the way service stations pump fuel into cars .",it,go,go pump,it stations,"will go it for work ranging from refinery modification to changes in the distribution system , including the way fuel pump service stations into cars ."
"until the tanker spill , big oil was slowly convincing authorities it could safely produce from such places .",it,produce,produce,it,"until the tanker spill , big oil was slowly convincing authorities could safely produce it from such places ."
"activity has revived in the largest u.s. gas-producing regions , such as the gulf of mexico .",activity,revived,revived,activity,"has revived activity in the largest u.s. gas-producing regions , such as the gulf of mexico ."
exxon will use a parker drilling co. rig built in 1981 that can go down 9 1/2 miles .,exxon,use,use,exxon,a parker drilling co. rig built in 1981 that can go down 9 1/2 miles will use exxon .
"they lay out a clear timetable and methodology for liberalizing the system of setting prices , breaking up huge industrial monopolies and putting unprofitable state-owned companies out of business .",they,lay,lay,they,"a clear timetable and methodology for the system of prices setting , huge industrial monopolies breaking up and unprofitable state-owned companies putting out of business liberalizing lay out they ."
"they also address such taboo subjects as the likelihood of unemployment and high inflation , and recommend ways to soften the social consequences .",they,address,address,they,"such taboo subjects as the likelihood of unemployment and high inflation also address they , and ways the social consequences to soften recommend ."
foreigners would receive greater incentives to invest in the u.s.s.r.,foreigners,receive,receive,foreigners,greater incentives to invest in the u.s.s.r. would receive foreigners
"but it hints strongly that both organizations would increasingly lose their clout as the changes , particularly the introduction of wholesale trade and the breakup of state monopolies , take effect .",it,hints,take hints lose,changes it organizations,"but that their clout would increasingly lose both organizations as effect take the changes , particularly the introduction of wholesale trade and the breakup of state monopolies , hints strongly it ."
"but one recent day , they became much closer .",they,became,became,they,"but one recent day , much closer became they ."
he wound up and let loose a fastball .,he,wound,wound,he,wound up he and loose a fastball let .
"martha was pleased , but nowhere near as much as mr. engelken .",martha,was,was,martha,"was martha pleased , but nowhere near as much as mr. engelken ."
she had an idea .,she,had,had,she,an idea had she .
"in a matter of minutes , she was back , with a tall , silver-haired man in tow .",she,was,was,she,"in a matter of minutes , was she back , with a tall , silver-haired man in tow ."
she crouched down by the car window and addressed her husband with her favorite nickname :,she,crouched,crouched,she,crouched down she by the car window and her husband addressed with her favorite nickname :
they talked of the home run .,they,talked,talked,they,talked they of the home run .
they talked of the aftermath .,they,talked,talked,they,talked they of the aftermath .
"but when betsy engelken wrote him , saying she could stop near his new jersey home , it seemed different .",it,seemed,stop seemed wrote,she it engelken,"but him when wrote betsy engelken , could stop she near his new jersey home saying , different seemed it ."
"yesterday , southam reported third-quarter earnings of c$ 10.8 million on revenue of c$ 395.4 million , down from c$ 14.6 million on revenue of c$ 389.6 million in the year-ago quarter .",southam,reported,reported,southam,"yesterday , third-quarter earnings of c$ 10.8 million on revenue of c$ 395.4 million , down from c$ 14.6 million on revenue of c$ 389.6 million in the year-ago quarter reported southam ."
southam said the level of future investment required by the paper would have restricted its options in other areas .,southam,said,said restricted,southam level,its options in other areas would have restricted the level of future investment required by the paper said southam .
"southam agreed to sell its 47 % stake in selkirk communications ltd. , a broadcasting concern , to maclean hunter ltd. for about c$ 285 million last year .",southam,agreed,agreed,southam,"its 47 % stake in selkirk communications ltd. , a broadcasting concern , to sell to maclean hunter ltd. for about c$ 285 million last year agreed southam ."
"this year , it has moved to cut costs in its newspaper division through layoffs and asset sales , while reaching joint venture and acquisition agreements in other areas .",it,moved,moved,it,"this year , costs in its newspaper division to cut through layoffs and asset sales , while joint venture and acquisition agreements in other areas reaching has moved it ."
sales rose 8 % to $ 368.5 million from $ 340.7 million .,sales,rose,rose,sales,8 % rose sales to $ 368.5 million from $ 340.7 million .
norton announced earlier this month that it was exploring the possible sale of all or part of eastman christensen .,norton,announced,exploring announced,it norton,that the possible sale of all or part of eastman christensen was exploring it announced earlier this month norton .
"for the nine months , norton had net of $ 81.2 million , or $ 3.87 a share , and a tax credit of $ 4.4 million .",norton,had,had,norton,"for the nine months , net of $ 81.2 million , or $ 3.87 a share , and a tax credit of $ 4.4 million had norton ."
"norton had operating profit of $ 76.8 million , or $ 3.66 a share , up 11 % from $ 69.5 million , or $ 3.31 a share .",norton,had,had,norton,"operating profit of $ 76.8 million , or $ 3.66 a share , up 11 % from $ 69.5 million , or $ 3.31 a share had norton ."
sales rose 8 % to $ 1.15 billion from $ 1.06 billion .,sales,rose,rose,sales,8 % rose sales to $ 1.15 billion from $ 1.06 billion .
"by this month , it had more than doubled .",it,doubled,doubled,it,"by this month , had more than doubled it ."
"for the government , it has become a highly volatile political issue .",it,become,become,it,"for the government , a highly volatile political issue has become it ."
rents have soared along with house prices .,rents,soared,soared,rents,have soared rents along with house prices .
some want lower limits on house sizes ; others insist on progressively higher taxation for larger homes and lots .,others,insist,insist,others,lower limits on house sizes want some ; insist others on progressively higher taxation for larger homes and lots .
he said the ordinance also will benefit the mentally retarded .,he,said,said benefit,he ordinance,the mentally retarded also will benefit the ordinance said he .
censorship is imposed by terrorism .,censorship,imposed,imposed,censorship,is imposed censorship by terrorism .
"in my opinion , this is not true .",this,is,is,this,"in my opinion , is this not true ."
"as a result , colombia will earn $ 500 million less from its coffee this year than last .",colombia,earn,earn,colombia,"as a result , $ 500 million less from its coffee this year than last will earn colombia ."
"i take advantage of this opportunity given to me by the wall street journal to make a plea to the millions of readers of this newspaper , to become soldiers dedicated to the fight against the use of drugs .",i,take,take,i,"advantage take i of this opportunity given to me by the wall street journal a plea to make to the millions of readers of this newspaper , soldiers dedicated to the fight against the use of drugs to become ."
it has more drug users than boston has people .,it,has,has has,boston it,more drug users than people has boston has it .
this is new york city .,this,is,is,this,is this new york city .
"as the campaign hits the home stretch , however , voters still have very little idea what they can expect from him .",voters,have,hits have expect,campaign voters they,"as the home stretch hits the campaign , , very little idea what can expect they from him however still have voters ."
"while he is widely described as a man with deep convictions , he has few major political programs that he can call his own .",he,has,described call has,he he he,"while is widely described he as a man with deep convictions , few major political programs that his own can call he has he ."
"asked about his greatest achievement in public life , he first speaks about the quality of his staff .",he,speaks,speaks,he,"asked about his greatest achievement in public life , first speaks he about the quality of his staff ."
"they wonder whether he can be firm with his longtime allies , including union leaders and political cronies who may seek a place at the trough .",they,wonder,wonder seek,they leaders,"whether he can be firm with his longtime allies , including union leaders and political cronies who a place at the trough may seek wonder they ."
"they wonder whether he has the economic know-how to steer the city through a possible fiscal crisis , and they wonder who will be advising him .",they,wonder,wonder has wonder,they he they,"whether the economic know-how the city to steer through a possible fiscal crisis has he wonder they , and who him will be advising wonder they ."
"( keeping cool is a dinkins priority : on humid days this summer , he was known to change his double-breasted suits as many as four times a day . )",he,known,known,he,"( cool keeping is a dinkins priority : on humid days this summer , as many as four times a day to change his double-breasted suits was known he . )"
"over the last few weeks , he has frittered away roughly half of what was once a 33-point lead in the polls over mr. giuliani .",he,frittered,frittered,he,"over the last few weeks , roughly half of what was once a 33-point lead in the polls over mr. giuliani has frittered away he ."
he has canceled numerous campaign appointments and was largely inaccessible to the media until the stock story broke .,he,canceled,canceled broke,he story,numerous campaign appointments has canceled he and was largely inaccessible to the media until broke the stock story .
"colleagues today recall with some humor how meetings would crawl into the early morning hours as mr. dinkins would march his staff out of board meetings and into his private office to discuss , en masse , certain controversial proposals .",colleagues,recall,crawl recall march,meetings colleagues dinkins,"today how would crawl meetings into the early morning hours as his staff would march mr. dinkins out of board meetings and into his private office en masse certain controversial proposals to discuss , , recall colleagues with some humor ."
"on some occasions when mr. dinkins has discussed the issues during the campaign , he has run into a familiar kind of trouble .",he,run,run discussed,he dinkins,"on some occasions the issues when has discussed mr. dinkins during the campaign , has run he into a familiar kind of trouble ."
he withdrew the remark .,he,withdrew,withdrew,he,the remark withdrew he .
"he favors a form of commercial rent control , which the financial community believes would make it more difficult to attract investment in the city .",he,favors,believes favors,community he,"a form of commercial rent control , which more difficult investment in the city to attract it would make believes the financial community favors he ."
"in the midst of a labor shortage , he proposes linking city subsidies to businesses to their record of hiring new york city residents .",he,proposes,proposes,he,"in the midst of a labor shortage , city subsidies to businesses linking to their record of new york city residents hiring proposes he ."
and he favors a more cooperative approach toward the neighboring states of new jersey and connecticut in the battle over companies thinking of moving employees out of new york city .,he,favors,favors,he,and a more cooperative approach toward the neighboring states of new jersey and connecticut in the battle over companies thinking of employees moving out of new york city favors he .
"equipped with cellular telephones , laptop computers , calculators and a pack of blank checks , they parcel out money so their clients can find temporary living quarters , buy food , replace lost clothing , repair broken water heaters , and replaster walls .",they,parcel,parcel find,they clients,"equipped with cellular telephones , laptop computers , calculators and a pack of blank checks , money parcel out they so temporary living quarters can find their clients , food buy , lost clothing replace , broken water heaters repair , and walls replaster ."
but she asks a workman toting the bricks from the lawn to give her a boost through an open first-floor window .,she,asks,asks,she,but a workman the bricks toting from the lawn a boost through an open first-floor window to give her asks she .
she snaps photos of the buckled floors and the plaster that has fallen away from the walls .,she,snaps,fallen snaps,plaster she,photos of the buckled floors and the plaster that has fallen away from the walls snaps she .
"others grab books , records , photo albums , sofas and chairs , working frantically in the fear that an aftershock will jolt the house again .",others,grab,grab jolt,others aftershock,"books , records , photo albums , sofas and chairs grab others , working frantically in the fear that the house will jolt again an aftershock ."
it could take six to nine months to handle the earthquake-related claims .,it,take,take,it,could take it six to nine months the earthquake-related claims to handle .
"because of the difficulty of assessing the damages caused by the earthquake , aetna pulled together a team of its most experienced claims adjusters from around the country .",aetna,pulled,pulled,aetna,"because of the difficulty of the damages caused by the earthquake assessing , together a team of its most experienced claims adjusters pulled aetna from around the country ."
"he returned home last thursday , packed a bag with fresh clothes and reported for duty friday in walnut creek .",he,returned,returned,he,"returned home he last thursday , a bag packed with fresh clothes and reported for duty friday in walnut creek ."
offices were set up in san francisco and san jose .,offices,set,set,offices,were set up offices in san francisco and san jose .
"in a few instances , aetna knew it would probably be shelling out big bucks , even before a client called or faxed in a claim .",aetna,knew,shelling called knew,it client aetna,"in a few instances , big bucks would probably be shelling out it knew aetna , before a claim even called in a client or faxed ."
"adjusters must count the number of bathrooms , balconies , fireplaces , chimneys , microwaves and dishwashers .",adjusters,count,count,adjusters,"the number of bathrooms , balconies , fireplaces , chimneys , microwaves and dishwashers must count adjusters ."
"but they must also assign a price to each of these items as well as to floors , wallcoverings , roofing and siding , to come up with a total value for a house .",they,assign,assign,they,"but a price must also assign they to each of these items as well as to floors , wallcoverings , roofing and siding , to come up with a total value for a house ."
"to do that , they must think in terms of sheetrock by the square foot , carpeting by the square yard , wallpaper by the roll , molding by the linear foot .",they,think,think,they,"that to do , must think they in terms of sheetrock by the square foot , carpeting by the square yard , wallpaper by the roll , molding by the linear foot ."
sometimes repairs are out of the question .,repairs,are,are,repairs,sometimes are repairs out of the question .
"when aetna adjuster bill schaeffer visited a retired couple in oakland last thursday , he found them living in a mobile home parked in front of their yard .",he,found,living visited found,them schaeffer he,"a retired couple when visited aetna adjuster bill schaeffer in oakland last thursday , found he living them in a mobile home parked in front of their yard ."
he also is working with a real-estate agent to help find them an apartment to rent while their home is being built .,he,working,working built,he home,an apartment to rent while is being built their home find them to help also is working he with a real-estate agent .
"she spent a month at an aetna school in gettysburg , pa. , learning all about the construction trade , including masonry , plumbing and electrical wiring .",she,spent,spent,she,"spent she a month at an aetna school in gettysburg , pa. , learning all about the construction trade , including masonry , plumbing and electrical wiring ."
"that was followed by three months at the aetna institute in hartford , where she was immersed in learning how to read and interpret policies .",that,followed,followed immersed,that she,"was followed that by three months at the aetna institute in hartford , where was immersed she in policies how to read and interpret learning ."
"it is an aftershock , one of about 2,000 since the earthquake , and it makes her uneasy .",it,is,is makes,it it,"is it an aftershock , one of about 2,000 since the earthquake , and her uneasy makes it ."
"the next day , as she prepares a $ 10,000 check for the hammacks , which will cover the cost of demolishing the house and clearing away the debris , she jumps at the slightest noise .",she,jumps,prepares jumps,she she,"the next day , as a $ 10,000 check for the hammacks , which the cost of the house demolishing and the debris clearing away will cover prepares she , jumps she at the slightest noise ."
"she lives in oakland , a community hit hard by the earthquake .",she,lives,lives,she,"lives she in oakland , a community hit hard by the earthquake ."
"by a 4-0 vote , it allowed at&t to continue offering special discount packages to big customers , called tariff 12 , rejecting appeals by at&t competitors that the discounts were illegal .",it,allowed,were allowed,discounts it,"by a 4-0 vote , at&t special discount packages offering to big customers , tariff 12 called to continue appeals by at&t competitors that were the discounts illegal rejecting allowed it , ."
"then by a separate 4-0 vote , it chose the narrowest possible grounds to strike down a different discount plan , called tariff 15 , that at&t offered to holiday corp .",it,chose,offered chose,at&t it,"by a separate 4-0 vote , the narrowest possible grounds a different discount plan , tariff 15 called , that offered at&t to holiday corp to strike down then chose it ."
"at&t gave a 5 % to 10 % discount to the memphis , tenn. , company that oversees holiday inns , in response to a similar discount offered to holiday corp. by mci communications corp .",at&t,gave,oversees gave,company at&t,"a 5 % to 10 % discount gave at&t to the memphis , tenn. , company that holiday inns oversees , in response to a similar discount offered to holiday corp. by mci communications corp ."
it made the estimates based on data collected from more than a dozen big junk funds .,it,made,made,it,the estimates made it based on data collected from more than a dozen big junk funds .
"but tremors are likely in the junk-bond market , which has helped to finance the takeover boom of recent years .",tremors,are,are helped,tremors market,"but are tremors likely in the junk-bond market , which the takeover boom of recent years to finance has helped ."
"at the $ 932 million t. rowe price high yield fund , investors yanked out about $ 182 million in the past two months .",investors,yanked,yanked,investors,"at the $ 932 million t. rowe price high yield fund , about $ 182 million yanked out investors in the past two months ."
funds might be forced to accept lower prices if they expand their selling to the securities of less-creditworthy borrowers .,funds,forced,expand forced,they funds,lower prices to accept might be forced funds if their selling expand they to the securities of less-creditworthy borrowers .
"sterling was quoted at $ 1.5765 , sharply down from $ 1.6145 late wednesday .",sterling,quoted,quoted,sterling,"was quoted sharply down from $ 1.6145 late wednesday sterling at $ 1.5765 , ."
"in early trading in hong kong friday , gold was quoted at $ 370.85 an ounce .",gold,quoted,quoted,gold,"in early trading in hong kong friday , was quoted gold at $ 370.85 an ounce ."
they simply got carried away with interpreting what the executive order banning assassinations really meant .,they,got,got,they,carried away with what really meant the executive order assassinations banning interpreting simply got they .
but panama illustrates that their substitute is a system that produces an absurd gridlock .,panama,illustrates,illustrates is produces,panama substitute system,but illustrates panama that is their substitute a system that an absurd gridlock produces .
"we lived in rural areas many years , but now live in st. louis county , mo .",we,lived,lived,we,"lived we in rural areas many years , but now live in st. louis county , mo ."
"this morning as i drove the 13 miles to my law office and endured the routine heavy traffic during that twice-daily journey , i thought of how fortunate it was that we made the decision to be residents of an expanding community with so many opportunities and where so much is happening .",i,thought,made drove was thought,we i it i,"this morning as the 13 miles to my law office drove i and the routine heavy traffic endured during that twice-daily journey , thought i of how fortunate that the decision to be residents of an expanding community with so many opportunities and where is happening so much made we was it ."
"i thought back to our time in small , sparsely populated communities .",i,thought,thought,i,"thought back to our time in small , sparsely populated communities i ."
"i remembered being fired at age 44 , with five children at home , when my views and actions were deemed unsettling by a timid , small-town employer .",i,remembered,deemed remembered,views i,"being fired at age 44 , with five children at home , remembered i unsettling when were deemed my views and actions by a timid , small-town employer ."
how difficult it is for a thinking person to live among societies rooted in the past .,it,is,is live,it person,how difficult is it for to live a thinking person among societies rooted in the past .
"yet when my youngest child died two years ago , i buried him in the church cemetery of a small missouri town .",i,buried,died buried,child i,"when died two years ago my youngest child , him yet buried i in the church cemetery of a small missouri town ."
shipbuilding became a point of pride as finnish shipyards remained profitable long after rivals collapsed all over europe .,shipbuilding,became,remained became collapsed,shipyards shipbuilding rivals,a point of pride became shipbuilding as profitable remained finnish shipyards after long collapsed rivals all over europe .
"bankers worry that if the government makes good a threat to withdraw its guarantee commitments , shippers will counter with a hail of lawsuits .",bankers,worry,makes worry counter,government bankers shippers,"that if good a threat its guarantee commitments to withdraw makes the government , will counter shippers with a hail of lawsuits worry bankers ."
"under the rescue plan , waertsilae sold 51 % of its stake to a group of banks and pension funds .",waertsilae,sold,sold,waertsilae,"under the rescue plan , 51 % of its stake sold waertsilae to a group of banks and pension funds ."
"they build the lincoln town car , continental and mark vii , the ford escort and full-sized pickup trucks .",they,build,build,they,"the lincoln town car , continental and mark vii , the ford escort and full-sized pickup trucks build they ."
"they build extended minivans and the dodge spirit , acclaim , shadow and sundance .",they,build,build,they,"extended minivans and the dodge spirit , acclaim , shadow and sundance build they ."
"in late new york trading , sterling stood at $ 1.5765 , down from $ 1.6145 late wednesday .",sterling,stood,stood,sterling,"in late new york trading , stood down from $ 1.6145 late wednesday sterling at $ 1.5765 , ."
unions are pressing demands for wage increases of more than 10 % despite general belief that economic growth next year will be less than 2 % .,unions,pressing,pressing,unions,demands for wage increases of more than 10 % are pressing unions despite general belief that economic growth next year will be less than 2 % .
"but after trading losses in the mid-october market jolts here , many people will be lucky to have jobs at all , executives predict .",executives,predict,predict,executives,"but after trading losses in the mid-october market jolts here , many people will be lucky jobs to have at all , predict executives ."
"the mergers and acquisitions market has been a saving grace for the industry , but uncertainties are beginning to mount even there .",uncertainties,beginning,beginning,uncertainties,"the mergers and acquisitions market has been a saving grace for the industry , but to mount even there are beginning uncertainties ."
it all adds up to a cold winter here .,it,adds,adds,it,all adds up it to a cold winter here .
"last summer , he chucked his 10-year career as a london stockbroker and headed for the mountains .",he,chucked,chucked,he,"last summer , his 10-year career as a london stockbroker chucked he and headed for the mountains ."
analysts said the move could presage even harsher action by the banks .,analysts,said,said presage,analysts move,even harsher action by the banks could presage the move said analysts .
"they also worry that if the government applies asset-forfeiture laws broadly , the best defense lawyers will be unwilling to take criminal cases unless they are assured of being paid .",they,worry,worry applies assured,they government they,"that if asset-forfeiture laws applies broadly the government , the best defense lawyers will be unwilling criminal cases to take unless are assured they of being paid also worry they ."
"since , like earthquakes , stock market disturbances will always be with us , it is prudent to take all possible precautions against another such market collapse .",it,is,is,it,"since , like earthquakes , stock market disturbances will always be with us , is it prudent all possible precautions against another such market collapse to take ."
"in general , markets function well and adjust smoothly to changing economic and financial circumstances .",markets,function,function,markets,"in general , function well markets and adjust smoothly to changing economic and financial circumstances ."
this does not mean that the federal reserve does not already play an important indirect role in the stock market .,this,mean,play mean,reserve this,that an important indirect role does not already play the federal reserve in the stock market does not mean this .
"in 1987 , it pumped billions into the markets through open market operations and the discount window .",it,pumped,pumped,it,"in 1987 , billions pumped it into the markets through open market operations and the discount window ."
it lent money to banks and encouraged them to make funds available to brokerage houses .,it,lent,lent,it,money lent it to banks and them funds available to brokerage houses to make encouraged .
i can not recall any disorder in currency markets since the 1974 guidelines were adopted .,i,recall,adopted recall,guidelines i,any disorder in currency markets can not recall i since were adopted the 1974 guidelines .
this is adapted from a speech to the commonwealth club in san francisco .,this,adapted,adapted,this,is adapted this from a speech to the commonwealth club in san francisco .
"in other comments , he said takeovers may not always be the most efficient way of securing a change of corporate direction or strategy .",he,said,said,he,"in other comments , takeovers may not always be the most efficient way of a change of corporate direction or strategy securing said he ."
"on friday , intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations .",intel,began,cause began,bugs intel,"on friday , customers notifying about the bugs which the chip cause wrong answers for some mathematical calculations to give began intel ."
hewlett announced last week that it planned to ship a computer based on the 486 chip early next year .,hewlett,announced,planned announced,it hewlett,that a computer based on the 486 chip to ship early next year planned it announced hewlett last week .
"yesterday , compaq plunged further , closing at $ 100 a share , off $ 8.625 a share , on volume of 2,633,700 shares .",compaq,plunged,plunged,compaq,"yesterday , closing off $ 8.625 a share at $ 100 a share , , on volume of 2,633,700 shares plunged further compaq , ."
intel said it had corrected the problems and would start producing bugless chips next week .,intel,said,corrected said,it intel,the problems had corrected it and bugless chips producing next week would start said intel .
"in late september , ibm began shipping a plug-in card that converts its ps/2 model 70-a21 from a 80386 machine to an 80486 machine .",ibm,began,began,ibm,"in late september , a plug-in card that its ps/2 model 70-a21 converts from a 80386 machine to an 80486 machine shipping began ibm ."
"ibm has no plans to recall its add-on cards , the spokeswoman said , and could probably circumvent the bugs without long product delays .",ibm,has,said has,spokeswoman ibm,"no plans its add-on cards to recall has ibm , said the spokeswoman , and the bugs could probably circumvent without long product delays ."
"since then , intel has cornered a large part of the market with successive generations of 16-bit and 32-bit chips , all of which can run software written for previous models .",intel,cornered,cornered run,intel chips,"since then , a large part of the market has cornered intel with successive generations of 16-bit and 32-bit chips , all of which software written for previous models can run ."
"he said the move could be the beginning of a broader relationship between the two companies , one that could open up new markets for bethlehem .",he,said,said open,he one,"the move could be the beginning of a broader relationship between the two companies , one that new markets could open up for bethlehem said he ."
"once the consolidation is complete , bethlehem plans to concentrate its forgings business on nuclear fabrication , hardened steel and large-diameter steel rolls for rolling mills and selected custom-die applications .",bethlehem,plans,is plans,consolidation bethlehem,"once is the consolidation complete , its forgings business to concentrate on nuclear fabrication , hardened steel and large-diameter steel rolls for rolling mills and selected custom-die applications plans bethlehem ."
bethlehem said earlier this year that it planned to restructure the bethforge division to improve its cost structure .,bethlehem,said,planned said,it bethlehem,that to restructure the bethforge division its cost structure to improve planned it said earlier this year bethlehem .
"in the second quarter , bethlehem posted a $ 50 million charge related to its plans to realign the division .",bethlehem,posted,posted,bethlehem,"in the second quarter , a $ 50 million charge related to its plans the division to realign posted bethlehem ."
it turns out that columbia had this huge loss in large part because the new congressionally mandated rules forced it to adjust the book value of its soon-to-be-sold junk bonds to the lower of either their cost or market value .,it,turns,had turns forced,columbia it rules,that this huge loss had columbia in large part because it the book value of its soon-to-be-sold junk bonds to adjust to the lower of either their cost or market value forced the new congressionally mandated rules turns out it .
"they could no longer be classified as what columbia regarded them , namely long-term investments .",they,classified,classified,they,"could no longer be classified they as what them regarded columbia , namely long-term investments ."
"i believe we have to take a shot at getting as much done as we can through the court , through justice and through state and federal regulatory agencies .",i,believe,have believe,we i,"a shot to take at getting done as much as we can through the court , through justice and through state and federal regulatory agencies have we believe i ."
"as part of its restructuring several years ago , exxon moved most of those out of the city and sold its 53-floor rockefeller center skyscraper to a japanese company .",exxon,moved,moved,exxon,"as part of its restructuring several years ago , most of those moved exxon out of the city and its 53-floor rockefeller center skyscraper sold to a japanese company ."
exxon said it will build a new headquarters on a 132-acre tract in the 10-year-old las colinas complex in the suburb of irving .,exxon,said,build said,it exxon,a new headquarters will build it on a 132-acre tract in the 10-year-old las colinas complex in the suburb of irving said exxon .
"until the building is completed , exxon will rent part of an existing office tower .",exxon,rent,completed rent,building exxon,"until is completed the building , part of an existing office tower will rent exxon ."
"plus , one exxon official said , by eliminating the typically long new york commutes between office and home , management will expect employees to work 40 hours a week in dallas , rather than a 35-hour work week in new york .",management,expect,expect said,management official,"plus , said one exxon official , by the typically long new york commutes between office and home eliminating , employees 40 hours a week to work in dallas , rather than a 35-hour work week in new york will expect management ."
"in the first nine months of this year output was 5,377,000 metric tons , down from 5,441,000 metric tons a year earlier .",output,was,was,output,"in the first nine months of this year was output 5,377,000 metric tons , down from 5,441,000 metric tons a year earlier ."
ima is a group that includes first boston corp. and the pritzker family of chicago through the leveraged buy-out fund harry gray melvyn klein & partners .,ima,is,is includes,ima group,is ima a group that first boston corp. and the pritzker family of chicago includes through the leveraged buy-out fund harry gray melvyn klein & partners .
it also was considering a restructuring to help boost the stock price .,it,considering,considering,it,a restructuring the stock price boost to help also was considering it .
"it received more offers , but the auction was surprisingly won by ima , which bid $ 28 a share and asked mr. gilleland to stay on as an equity participant .",it,received,won received bid,auction it ima,"more offers received it , but was surprisingly won the auction by ima , which $ 28 a share bid and mr. gilleland to stay on as an equity participant asked ."
he indicated that some assets might be sold off to service the debt .,he,indicated,indicated sold,he assets,that the debt to service might be sold off some assets indicated he .
but they never materialized and ima completed the purchase yesterday .,they,materialized,materialized completed,they ima,but never materialized they and the purchase completed ima yesterday .
he added that the president already has the power to close the markets in an emergency .,he,added,has added,president he,that the power the markets to close in an emergency already has the president added he .
he noted that some minimum margin requirements have been reduced to levels below those before the 1987 crash .,he,noted,noted reduced,he requirements,that have been reduced some minimum margin requirements to levels below those before the 1987 crash noted he .
"margins were raised or lowered about a dozen times since the crash oct. 19 , 1987 .",margins,raised,raised,margins,"about a dozen times were raised margins or lowered since the crash oct. 19 , 1987 ."
but he added that individuals still are participating in the equity market indirectly through mutual funds and pension funds .,he,added,added participating,he individuals,but that still are participating indirectly individuals in the equity market through mutual funds and pension funds added he .
"these include provisions relating to the technology and systems that must be employed by exchanges , oversight and disciplinary procedures for exchange trading practices , the relationship between commodity brokerage firms and floor traders , and exchange governance .",these,include,employed include,technology these,"provisions relating to the technology and systems that must be employed by exchanges , oversight and disciplinary procedures for exchange trading practices , the relationship between commodity brokerage firms and floor traders , and exchange governance include these ."
cost is a key consideration because of the global sweep of the financial markets .,cost,is,is,cost,is cost a key consideration because of the global sweep of the financial markets .
these include the extension of liability into areas beyond those established by judicial precedent and the expansion of liability to include punitive damages .,these,include,include,these,the extension of liability into areas beyond those established by judicial precedent and the expansion of liability punitive damages to include include these .
it is only logical to assume that the enactment of this provision will lead to increased litigation .,it,is,is lead,it enactment,is it only logical that will lead the enactment of this provision to increased litigation to assume .
this would force out of business many of the individuals and small firms that function as floor brokers .,this,force,force function,this individuals,out of business many of the individuals and small firms that function as floor brokers would force this .
"in other words , regulation will occur through inaction and happenstance , rather than through a normal deliberative procedure .",regulation,occur,occur,regulation,"in other words , will occur regulation through inaction and happenstance , rather than through a normal deliberative procedure ."
"for the killer and thief , said mahran , fame flows from the barrel of a gun .",fame,flows,flows,fame,"for the killer and thief , said mahran , flows fame from the barrel of a gun ."
"but they do show the range of a restless intellect whose 30-odd novels span five decades and include work of social realism , protest and allegory .",they,show,show span,they novels,"but the range of a restless intellect five decades span whose 30-odd novels and work of social realism , protest and allegory include do show they ."
"published in 1949 , it follows the decline of a cairo family with the saga-like sweep and rich detail that critics often compare to dickens , balzac and galsworthy .",it,follows,follows compare,it critics,"published in 1949 , the decline of a cairo family follows it with the saga-like sweep and rich detail that often compare critics to dickens , balzac and galsworthy ."
"hassan comes to a bad end , but so does almost everyone else in the book .",hassan,comes,comes does,hassan everyone,"comes hassan to a bad end , but so does almost everyone else in the book ."
veiling his message has helped him endure .,him,endure,endure,him,endure him has helped his message veiling .
"characters complain ceaselessly about food queues , prices and corruption .",characters,complain,complain,characters,"complain ceaselessly characters about food queues , prices and corruption ."
"having lost their faith in god , in social reform and in opium , cairenes are left with nothing but their sense of humor .",cairenes,left,left,cairenes,"their faith in god , in social reform and in opium having lost , are left cairenes with nothing but their sense of humor ."
"yesterday it closed at $ 4.375 a share , up $ 1.125 , in national over-the-counter trading .",it,closed,closed,it,"yesterday closed up $ 1.125 it at $ 4.375 a share , , in national over-the-counter trading ."
phoenix declined to comment .,phoenix,declined,declined,phoenix,to comment declined phoenix .
