original_sent,main_subj,main_verb,all_verbs,all_subjs,reordered_sent
but they also are to see that taxpayers get all allowable tax benefits and to ask if filers who sought irs aid were satisfied with it .,they,are,are get were,they taxpayers filers,but that all allowable tax benefits get taxpayers to see and to ask if were filers who irs aid sought satisfied with it also are they .
he would ease the proposed penalties for delayed payroll-tax deposits and for faulty form 1099 and other reports that taxpayers correct voluntarily .,he,ease,correct ease,taxpayers he,the proposed penalties for delayed payroll-tax deposits and for faulty form 1099 and other reports that correct voluntarily taxpayers would ease he .
california enacted a rights law in 1988 .,california,enacted,enacted,california,a rights law enacted california in 1988 .
"that may leave a lot of leeway for u.s. bankruptcy judge burton r. lifland to decide what , if anything , the pilots actually collect .",that,leave,leave decide,that lifland,"a lot of leeway for what , if anything , actually collect the pilots to decide u.s. bankruptcy judge burton r. lifland may leave that ."
"in august , he issued the ruling that let the pilots pursue their back-pay grievance before the arbitrator .",he,issued,issued pursue,he pilots,"in august , the ruling that their back-pay grievance pursue the pilots before the arbitrator let issued he ."
"in a statement to employees , eastern said the company was disappointed by the ruling .",eastern,said,said was,eastern company,"in a statement to employees , was the company disappointed by the ruling said eastern ."
"eastern has disputed the claim , but a federal district court , an appeals court and now the arbitrator have all sided with the pilots .",eastern,disputed,sided disputed,court eastern,"the claim has disputed eastern , but all have sided a federal district court , an appeals court and now the arbitrator with the pilots ."
"he joins nov. 13 , dissolving his consulting firm , canter , achenbaum associates .",he,joins,joins,he,"joins he nov. 13 , his consulting firm , canter , achenbaum associates dissolving ."
"at backer spielvogel , he will work with clients and potential clients on marketing strategies ; aside from agency compensation issues , he helped nissan , for example , come up with its positioning and pricing for its new infiniti line .",he,work,work come helped,he nissan he,"at backer spielvogel , will work he with clients and potential clients on marketing strategies ; , , for example , come up nissan with its positioning and pricing for its new infiniti line aside from agency compensation issues helped he ."
he pampers them ; he invites them to fabulous parties ; he strokes them .,he,pampers,pampers strokes invites,he he he,them pampers he ; them invites he to fabulous parties ; them strokes he .
"he will concentrate on , among others , j.p. morgan and hyundai .",he,concentrate,concentrate,he,"will concentrate he on , among others , j.p. morgan and hyundai ."
clients include miller brewing co. and general motors .,clients,include,include,clients,miller brewing co. and general motors include clients .
revenue increased 20 % to $ 246.6 million from $ 204.8 million .,revenue,increased,increased,revenue,20 % increased revenue to $ 246.6 million from $ 204.8 million .
excerpts follow :,excerpts,follow,follow,excerpts,follow excerpts :
they are already industrialized ... .,they,are,are,they,are they already industrialized ... .
i think the earlier strident notes struck by -lcb- u.s. commerce secretary robert -rcb- mosbacher and -lcb- u.s. trade representative -rcb- carla hills have been more rounded .,i,think,think,i,the earlier strident notes struck by -lcb- u.s. commerce secretary robert -rcb- mosbacher and -lcb- u.s. trade representative -rcb- carla hills have been more rounded think i .
"we are willing to share the political burden of being host to america , an imperial power .",we,are,are,we,"are we willing the political burden of being host to america , an imperial power to share ."
i really do not understand how it is that filipinos feel so passionately involved in this father figure that they want to dispose of and yet they need .,i,understand,need feel want understand is,they filipinos they i it,that so passionately involved in this father figure that to dispose of want they and yet need they feel filipinos how is it really do not understand i .
they lorded it over me .,they,lorded,lorded,they,it lorded they over me .
they did me some good .,they,did,did,they,some good did they me .
they let me down when the japanese came down -lcb- during world war ii -rcb- ... .,they,let,let came,they japanese,me let down they when came down the japanese -lcb- during world war ii -rcb- ... .
researchers can apply for permission to use the probes for brain studies .,researchers,apply,apply,researchers,can apply researchers for permission the probes to use for brain studies .
"at the state university of new york at brooklyn , researchers flash two groups of different letters on a computer screen in front of human guinea pigs .",researchers,flash,flash,researchers,"at the state university of new york at brooklyn , two groups of different letters flash researchers on a computer screen in front of human guinea pigs ."
"they pay interest only for 115 months , with principal payments beginning thereafter .",they,pay,pay,they,"interest pay they only for 115 months , with principal payments beginning thereafter ."
"here in this new center for japanese assembly plants just across the border from san diego , turnover is dizzying , infrastructure shoddy , bureaucracy intense .",turnover,is,is,turnover,"here in this new center for japanese assembly plants just across the border from san diego , is turnover dizzying , infrastructure shoddy , bureaucracy intense ."
"japan ranks as only the fourth largest foreign investor in mexico , with 5 % of the total investments .",japan,ranks,ranks,japan,"ranks japan as only the fourth largest foreign investor in mexico , with 5 % of the total investments ."
that is just 1 % of all the money japan has invested abroad .,that,is,is invested,that japan,is that just 1 % of all the money has invested abroad japan .
he already has finagled a $ 2 billion loan from the japanese government .,he,finagled,finagled,he,a $ 2 billion loan already has finagled he from the japanese government .
but mexico urgently needs more help .,mexico,needs,needs,mexico,but more help urgently needs mexico .
"pressed on the matter , he is more specific .",he,is,is,he,"pressed on the matter , is he more specific ."
"mexico is sending a number of missions to japan looking for a major breakthrough investment in telecommunications , petrochemicals or tourism .",mexico,sending,sending,mexico,"a number of missions is sending mexico to japan looking for a major breakthrough investment in telecommunications , petrochemicals or tourism ."
it is hoped that other japanese would then follow the leader .,it,hoped,hoped follow,it japanese,that the leader would then follow other japanese is hoped it .
it created special 20-year trusts to allow foreigners 100 % ownership in some once-closed industries .,it,created,created,it,special 20-year trusts created it 100 % ownership in some once-closed industries to allow foreigners .
"it also made artful use of semantics , redefining as non-strategic industries some that had been in the national domain .",it,made,made,it,"artful use of semantics also made it , some that had been in the national domain redefining as non-strategic industries ."
"he could develop the beach through a trust , but instead is trying have his grandson become a naturalized mexican so his family gains direct control .",he,develop,develop become gains,he grandson family,"the beach could develop he through a trust , but a naturalized mexican become his grandson have instead is trying so direct control gains his family ."
opinion is mixed over its three-month prospects .,opinion,is,is,opinion,is opinion mixed over its three-month prospects .
"g-7 consists of the u.s. , japan , britain , west germany , canada , france and italy .",g-7,consists,consists,g-7,"consists g-7 of the u.s. , japan , britain , west germany , canada , france and italy ."
"but , mr. kakita added , once u.s. equities regain some stability , players will move back into dollar-denominated investments , especially treasury bonds , whose value rises when interest rates decline .",players,move,regain added decline move rises,equities kakita rates players value,"but , added mr. kakita , some stability once regain u.s. equities , will move back players into dollar-denominated investments , especially treasury bonds , rises whose value when decline interest rates ."
he predicted the u.s. unit will skid below 1.80 marks to around 1.78 marks this month and 1.75 marks by the beginning of the new year .,he,predicted,predicted skid,he unit,will skid the u.s. unit below 1.80 marks to around 1.78 marks this month and 1.75 marks by the beginning of the new year predicted he .
"in early trading in hong kong wednesday , gold was quoted at $ 373.80 an ounce .",gold,quoted,quoted,gold,"in early trading in hong kong wednesday , was quoted gold at $ 373.80 an ounce ."
"chemical said steven edelson resigned recently , but one individual close to the situation said the resignation was forced .",chemical,said,resigned forced said said,edelson resignation chemical individual,"resigned recently steven edelson said chemical , but was forced the resignation said one individual close to the situation ."
"with such a lopsided book of options , traders say , chemical was more vulnerable to erroneous valuation assumptions .",traders,say,say was,traders chemical,"with such a lopsided book of options , say traders , was chemical more vulnerable to erroneous valuation assumptions ."
he joined the firm in 1963 and bought it from the owners the next year .,he,joined,joined,he,the firm joined he in 1963 and it bought from the owners the next year .
"hogs rose $ 3.40 to $ 46.80 a hundredweight in october , while beef cattle slipped 80 cents to $ 67.40 for each hundred pounds and calves dropped 90 cents to $ 90.20 .",hogs,rose,rose dropped slipped,hogs calves cattle,"$ 3.40 rose hogs to $ 46.80 a hundredweight in october , while 80 cents slipped beef cattle to $ 67.40 for each hundred pounds and 90 cents dropped calves to $ 90.20 ."
"soybeans averaged $ 5.28 a bushel , down 42 cents from september ; corn averaged $ 2.20 , down seven cents , and sorghum grain averaged $ 3.61 for each hundred pounds , down 19 cents , according to the department .",soybeans,averaged,averaged averaged averaged,soybeans grain corn,"$ 5.28 a bushel averaged down 42 cents from september soybeans , ; $ 2.20 averaged down seven cents corn , , and $ 3.61 for each hundred pounds averaged down 19 cents sorghum grain , , according to the department ."
"paramount said the gain would be recorded in its fourth quarter , which ended yesterday .",paramount,said,recorded ended said,gain quarter paramount,"would be recorded the gain in its fourth quarter , which ended yesterday said paramount ."
"ford said in july it planned to operate associates , based in dallas , as a separate entity in its ford financial services group .",ford,said,planned said,it ford,"associates , based in dallas , to operate as a separate entity in its ford financial services group planned it said ford in july ."
"paramount said associates has about $ 14 billion in total assets , making it third-largest in terms of assets among independent finance companies in the u.s. .",paramount,said,said has,paramount associates,"about $ 14 billion in total assets has associates , it third-largest in terms of assets among independent finance companies in the u.s. making said paramount ."
experience has shown that the most important element in predicting a housing-loan default is the down payment .,experience,shown,is shown,element experience,that is the most important element in a housing-loan default predicting the down payment has shown experience .
that sounds like a formula for ensuring that he gets dragged into the next hud tar pit .,that,sounds,sounds dragged,that he,sounds that like a formula for that gets dragged he into the next hud tar pit ensuring .
"of course , self-reform is about the last thing this congress is interested in .",self-reform,is,is is,congress self-reform,"of course , is self-reform about the last thing is this congress interested in ."
"like the s&l mess before it , this is a problem congress should be solving , not ignoring .",congress,solving,solving is,congress this,"like the s&l mess before it , is this a problem should be solving congress , not ignoring ."
terms were not disclosed .,terms,disclosed,disclosed,terms,were not disclosed terms .
officials proposed a cut in the defense budget this year to 70.9 billion rubles ( us$ 114.3 billion ) from 77.3 billion rubles ( us$ 125 billion ) as well as large cuts in outlays for new factories and equipment .,officials,proposed,proposed,officials,a cut in the defense budget this year to 70.9 billion rubles ( us$ 114.3 billion ) from 77.3 billion rubles ( us$ 125 billion ) as well as large cuts in outlays for new factories and equipment proposed officials .
tass said the final budget and economic plan calls for a sharp increase in the production of consumer goods .,tass,said,calls said,budget tass,calls the final budget and economic plan for a sharp increase in the production of consumer goods said tass .
"at times i sequester my mind when i must think with precision , detached from all other thoughts while trying to reach a decision .",i,sequester,think sequester,i i,"at times my mind detached from all other thoughts while a decision to reach trying sequester i when must think i with precision , ."
revenue gained 13 % to $ 77.3 million from $ 68.5 million .,revenue,gained,gained,revenue,13 % gained revenue to $ 77.3 million from $ 68.5 million .
it has long been rumored that ocean drilling would sell the unit to concentrate on its core oil and gas business .,it,rumored,rumored sell,it drilling,that the unit would sell ocean drilling to concentrate on its core oil and gas business has long been rumored it .
it will feature a cost-containment provision designed to keep expanded benefits from fueling higher care prices .,it,feature,feature,it,a cost-containment provision expanded benefits to keep from higher care prices fueling designed will feature it .
he asserts that government has done an even worse job of controlling its health bill than business .,he,asserts,done asserts,government he,that an even worse job of its health bill controlling than business has done government asserts he .
"congress still is struggling to dismantle the unpopular catastrophic care act of 1988 , which boosted benefits for the elderly and taxed them to pay for the new coverage .",congress,struggling,struggling,congress,"the unpopular catastrophic care act of 1988 , which benefits for the elderly boosted and them taxed to pay for the new coverage to dismantle still is struggling congress ."
it is expected to report next summer .,it,expected,expected,it,to report next summer is expected it .
advocates hope that such standards will improve treatment while limiting unnecessary tests and medical procedures .,advocates,hope,improve hope,standards advocates,that treatment will improve such standards while unnecessary tests and medical procedures limiting hope advocates .
he said the new facility will employ 500 of the existing 600 employees .,he,said,said employ,he facility,500 of the existing 600 employees will employ the new facility said he .
"stelco said it has an option to lease a 350,000-square-foot building in brantford and proposes to spend 24.5 million canadian dollars ( us$ 20.9 million ) on the facility .",stelco,said,has said,it stelco,"an option a 350,000-square-foot building in brantford to lease has it and 24.5 million canadian dollars ( us$ 20.9 million ) to spend on the facility proposes said stelco ."
"terms call for first security to issue about 0.55 share of its stock for each deseret share held , or a total of about 550,000 first security shares .",terms,call,call issue,terms security,"call terms for about 0.55 share of its stock for each deseret share held , or a total of about 550,000 first security shares to issue first security ."
it has about 12.3 million shares outstanding .,it,has,has,it,about 12.3 million shares outstanding has it .
"he added that he had spoken with mr. laidig , whom he referred to as a friend , by telephone monday evening .",he,added,referred added spoken,he he he,"that had spoken he with mr. laidig , whom to referred he as a friend , by telephone monday evening added he ."
"georgia-pacific closed down $ 2.50 , at $ 50.875 in big board trading .",georgia-pacific,closed,closed,georgia-pacific,"closed down $ 2.50 georgia-pacific , at $ 50.875 in big board trading ."
it was just the culture of the industry that kept it from happening .,it,was,was,it,was it just the culture of the industry that it kept from happening .
"based on 1988 sales , georgia-pacific ranked third at $ 9.51 billion , behind weyerhaeuser co. at $ 10 billion and international paper co. at $ 9.53 billion .",georgia-pacific,ranked,ranked,georgia-pacific,"based on 1988 sales , ranked third georgia-pacific at $ 9.51 billion , behind weyerhaeuser co. at $ 10 billion and international paper co. at $ 9.53 billion ."
"and georgia-pacific could save money in selling pulp , because the company uses its own sales organization while nekoosa employs higher-cost agents .",georgia-pacific,save,save employs uses,georgia-pacific nekoosa company,"and money could save georgia-pacific in pulp selling , because its own sales organization uses the company while higher-cost agents employs nekoosa ."
"but he said that even under those conditions , the company still would realize a savings of tens of millions of dollars in the first year following a merger .",he,said,realize said,company he,"but that even under those conditions , a savings of tens of millions of dollars still would realize the company in the first year following a merger said he ."
"georgia-pacific owns 349,900 nekoosa shares and would need federal antitrust clearance to buy more than $ 15 million worth .",georgia-pacific,owns,owns,georgia-pacific,"349,900 nekoosa shares owns georgia-pacific and federal antitrust clearance would need more than $ 15 million worth to buy ."
"nekoosa also is being advised by goldman , sachs & co .",nekoosa,advised,advised,nekoosa,"also is being advised nekoosa by goldman , sachs & co ."
"in addition to the usual array of defenses , including a so-called poison pill and a staggered board , nekoosa has another takeover defense : a maine state law barring hostile bidders from merging acquired businesses for five years .",nekoosa,has,has,nekoosa,"in addition to the usual array of defenses , including a so-called poison pill and a staggered board , another takeover defense : a maine state law hostile bidders barring from acquired businesses merging for five years has nekoosa ."
nekoosa is incorporated in maine .,nekoosa,incorporated,incorporated,nekoosa,is incorporated nekoosa in maine .
georgia-pacific has filed a lawsuit in federal court in maine challenging the poison pill and the maine merger law .,georgia-pacific,filed,filed,georgia-pacific,a lawsuit the poison pill and the maine merger law challenging has filed georgia-pacific in federal court in maine .
"investors were quick to spot other potential takeover candidates , all of which have strong cash flows and low-cost operations .",investors,were,were,investors,"were investors quick other potential takeover candidates , strong cash flows and low-cost operations have all of which to spot ."
some predicted that nekoosa will end up being owned by a japanese company .,nekoosa,end,end,nekoosa,that being owned by a japanese company will end up nekoosa predicted some .
"despite the big increases in health-care costs , wages still account for a far greater share of overall labor costs .",wages,account,account,wages,"despite the big increases in health-care costs , still account wages for a far greater share of overall labor costs ."
it rose 4.8 % for the 12 months ended in june and 4.7 % in the 12 months ended in september 1988 .,it,rose,rose,it,4.8 % rose it for the 12 months ended in june and 4.7 % in the 12 months ended in september 1988 .
stateswest had proposed acquiring mesa for $ 7 a share and one share of a new series of stateswest 6 % convertible preferred stock it values at $ 3 a share .,stateswest,proposed,values proposed,it stateswest,mesa acquiring for $ 7 a share and one share of a new series of stateswest 6 % convertible preferred stock values it at $ 3 a share had proposed stateswest .
"stateswest serves 10 cities in california , arizona and nevada .",stateswest,serves,serves,stateswest,"10 cities in california , arizona and nevada serves stateswest ."
"mesa flies to 42 cities in new mexico , arizona , wyoming , colorado and texas .",mesa,flies,flies,mesa,"flies mesa to 42 cities in new mexico , arizona , wyoming , colorado and texas ."
analysts said the offer for great northern nekoosa broke the pall that settled over the takeover business for the past three weeks in the wake of the collapsed ual corp . buy-out .,analysts,said,said broke,analysts offer,the pall that settled over the takeover business for the past three weeks in the wake of the collapsed ual corp . buy-out broke the offer for great northern nekoosa said analysts .
that indicates speculators are betting a higher offer is in the wings .,that,indicates,is betting indicates,offer speculators that,is a higher offer in the wings are betting speculators indicates that .
"unless the federal reserve eases interest rates soon to stimulate the economy , profits could remain disappointing .",profits,remain,eases remain,reserve profits,"unless interest rates eases soon the federal reserve the economy to stimulate , disappointing could remain profits ."
"if the national survey confirms a pickup in the manufacturing sector , it could further depress bond prices while bolstering stock prices and the dollar .",it,depress,depress confirms,it survey,"if a pickup in the manufacturing sector confirms the national survey , bond prices could further depress it while stock prices and the dollar bolstering ."
revenue rose 21 % to 22.61 billion francs from 18.69 billion francs .,revenue,rose,rose,revenue,21 % rose revenue to 22.61 billion francs from 18.69 billion francs .
"for all of 1988 , bouygues had consolidated profit of 519 million francs , after payments to minority interests , on revenue of 50 billion francs .",bouygues,had,had,bouygues,"for all of 1988 , consolidated profit of 519 million francs had bouygues , after payments to minority interests , on revenue of 50 billion francs ."
"it includes removing $ 242 million in good will from the books , issuing $ 150 million in preferred stock and commencing an exchange offer for $ 52 million in convertible bonds .",it,includes,includes,it,"$ 242 million in good will removing from the books , $ 150 million in preferred stock issuing and an exchange offer for $ 52 million in convertible bonds commencing includes it ."
"these include trying to protect its print advertising by invoking the first amendment , and wooing blacks by portraying itself as a protector of civil rights .",these,include,include,these,"its print advertising to protect by the first amendment invoking trying , and blacks wooing by itself portraying as a protector of civil rights include these ."
microsoft added 2 1/8 to 81 3/4 and oracle systems rose 1 1/2 to 23 1/4 .,microsoft,added,added rose,microsoft systems,2 1/8 added microsoft to 81 3/4 and 1 1/2 rose oracle systems to 23 1/4 .
intel was up 1 3/8 to 33 3/4 .,intel,was,was,intel,was up 1 3/8 to 33 3/4 intel .
"analysts say rallies in the group historically have lifted the market , while weakness in the sector often sank unlisted share prices broadly .",analysts,say,lifted say sank,rallies analysts weakness,"the market historically have lifted rallies in the group , while unlisted share prices often sank broadly weakness in the sector say analysts ."
"microsoft is up more than 50 % this year , while intel is up more than 40 % .",microsoft,is,is is,microsoft intel,"is up more than 50 % microsoft this year , while is up more than 40 % intel ."
"he said that investors will scour the october employment report , due out friday , for clues about the direction of the economy and the immediate outlook for interest rates .",he,said,scour said,investors he,"that the october employment report , due out friday , will scour investors for clues about the direction of the economy and the immediate outlook for interest rates said he ."
"jaguar topped the most-active list , as its american depository receipts climbed 1 3/4 to 13 5/8 with more than 6.6 million adrs traded .",jaguar,topped,climbed traded topped,receipts adrs jaguar,"the most-active list topped jaguar , as 1 3/4 climbed its american depository receipts to 13 5/8 with traded more than 6.6 million adrs ."
"monday , mci announced a $ 27 million multiyear contract with the investment bank stuart-james .",mci,announced,announced,mci,"monday , a $ 27 million multiyear contract with the investment bank stuart-james announced mci ."
"yesterday , it received a $ 15 million , three-year contract from drexel burnham lambert .",it,received,received,it,"yesterday , a $ 15 million , three-year contract received it from drexel burnham lambert ."
that was another reason the street loved santa fe .,that,was,was loved,that street,was that another reason santa fe loved the street .
"but value , it turns out , is only what a buyer will pay .",value,is,turns is,it value,"but , turns out it , what will pay a buyer is only value ."
that nets out to about $ 17 a share for the company on a private market basis .,that,nets,nets,that,nets out that to about $ 17 a share for the company on a private market basis .
but it appears to be the sort of hold one makes while heading for the door .,it,appears,appears,it,but to be the sort of hold makes one while heading for the door appears it .
orkem said it eventually would seek to make a public share offering in its u.k. business .,orkem,said,seek said,it orkem,a public share offering in its u.k. business to make eventually would seek it said orkem .
"marks declared an interim per-share dividend of 1.85 pence , compared with 1.7 pence a year earlier .",marks,declared,declared,marks,"an interim per-share dividend of 1.85 pence declared marks , compared with 1.7 pence a year earlier ."
"sales increased 11 % to # 2.5 billion from # 2.25 billion , while operating profit climbed 13 % to # 225.7 million from # 199.8 million .",sales,increased,climbed increased,profit sales,"11 % increased sales to # 2.5 billion from # 2.25 billion , while 13 % climbed operating profit to # 225.7 million from # 199.8 million ."
"in an interview , he said federal regulators eventually declared one of the loans the state regulator cited to be a total loss , and forced lincoln to make an $ 18 million downward adjustment on another .",he,said,cited declared said,regulator regulators he,"in an interview , one of the loans cited the state regulator to be a total loss eventually declared federal regulators , and lincoln an $ 18 million downward adjustment on another to make forced said he ."
"ltv confirmed the price-increase plan , saying the move is designed to more accurately reflect the value of products and to put steel on more equal footing with other commodities .",ltv,confirmed,designed confirmed,move ltv,"the price-increase plan confirmed ltv , the value of products to more accurately reflect and steel to put on more equal footing with other commodities is designed the move saying ."
"at the same time , steelmakers are trying to invest more to modernize technology and make themselves more competitive .",steelmakers,trying,trying,steelmakers,"at the same time , more to invest technology to modernize and themselves more competitive make are trying steelmakers ."
but analysts say the company is also trying to prevent further price drops .,analysts,say,trying say,company analysts,but further price drops to prevent is also trying the company say analysts .
"and while customers such as steel service centers are continuing to reduce inventories through the fourth quarter , they eventually will begin stocking up again , he notes .",he,notes,notes continuing begin,he customers they,"and while inventories to reduce are continuing customers such as steel service centers through the fourth quarter , stocking up again eventually will begin they , notes he ."
"steelmakers announced a round of base-price increases last year , but began offering sizable discounts over the summer .",steelmakers,announced,announced,steelmakers,"a round of base-price increases announced steelmakers last year , but sizable discounts offering over the summer began ."
"in fact , ltv was the first steelmaker to publicly boost discounts for buyers of cold rolled sheet steel and hot-dipped galvanized sheet steel .",ltv,was,was,ltv,"in fact , was ltv the first steelmaker discounts for buyers of cold rolled sheet steel and hot-dipped galvanized sheet steel to publicly boost ."
"earlier this year , penney abandoned another home shopping venture , telaction corp. , after investing $ 106 million in it .",penney,abandoned,abandoned,penney,"earlier this year , another home shopping venture , telaction corp. , abandoned penney after $ 106 million investing in it ."
"when boyer met robert swanson , an m.i.t.-trained chemist-turned-entrepreneur in 1976 , they saw dollar signs .",they,saw,saw met,they boyer,"robert swanson , an m.i.t.-trained chemist-turned-entrepreneur when met boyer in 1976 , dollar signs saw they ."
"with $ 500 apiece and an injection of outside capital , they formed genentech inc .",they,formed,formed,they,"with $ 500 apiece and an injection of outside capital , genentech inc formed they ."
"the next to be cloned , human insulin , had market potential and genentech licensed it to eli lilly , which produced 80 % of the insulin used by 1.5 million u.s. diabetics .",genentech,licensed,produced licensed,lilly genentech,"market potential had the next to be cloned , human insulin , and it licensed genentech to eli lilly , which 80 % of the insulin used by 1.5 million u.s. diabetics produced ."
"at the time , genentech had only one profitable year behind it ( a modest $ 116,000 on revenue of $ 2.6 million in 1979 ) and no product of its own on the market .",genentech,had,had,genentech,"at the time , only one profitable year behind it ( a modest $ 116,000 on revenue of $ 2.6 million in 1979 ) and no product of its own on the market had genentech ."
"unocal said the venture would enable it to recover more of its refining and marketing investment and prepare for expected growth in exploration , production , chemicals and other areas .",unocal,said,enable said,venture unocal,"it more of its refining and marketing investment to recover and prepare for expected growth in exploration , production , chemicals and other areas would enable the venture said unocal ."
"it said the venture , expected to take control of the facilities dec. 1 , would also serve another 3,300 independent unocal gasoline stations .",it,said,serve said,venture it,"another 3,300 independent unocal gasoline stations would also serve the venture , control to take of the facilities dec. 1 expected , said it ."
"encouraged by the brisk performance , mitsubishi plans to raise its per-share dividend to 3.50 yen from three yen .",mitsubishi,plans,plans,mitsubishi,"encouraged by the brisk performance , its per-share dividend to raise to 3.50 yen from three yen plans mitsubishi ."
"democrats want the tax provision to be a separate bill , subject to the usual procedural obstacles .",democrats,want,want,democrats,"the tax provision to be a separate bill , subject to the usual procedural obstacles want democrats ."
"republicans would try to attach a capital-gains provision to that legislation , hoping the political popularity of its other two parts would dissuade democrats from blocking it .",republicans,try,try dissuade,republicans popularity,"a capital-gains provision to attach to that legislation democrats would dissuade the political popularity of its other two parts from it blocking hoping would try republicans , ."
"to avoid default , lawmakers must pass legislation raising the limit to $ 3.12 trillion from $ 2.80 trillion by next wednesday , according to the treasury .",lawmakers,pass,pass,lawmakers,"default to avoid , legislation the limit raising to $ 3.12 trillion from $ 2.80 trillion must pass lawmakers by next wednesday , according to the treasury ."
"trading was moderate , with 176,100,000 shares changing hands on the new york stock exchange .",trading,was,was changing,trading shares,"was trading moderate , with hands changing 176,100,000 shares on the new york stock exchange ."
"with stocks having been battered lately because of the collapse of takeover offers for ual , the parent company of united airlines , and amr , the parent of american airlines , analysts viewed the proposal as a psychological lift for the market .",analysts,viewed,viewed battered,analysts stocks,"with having been battered lately stocks because of the collapse of takeover offers for ual , the parent company of united airlines , and amr , the parent of american airlines , the proposal viewed analysts as a psychological lift for the market ."
"georgia-pacific fell 2 1/2 to 50 7/8 , but most paper and forest-products stocks firmed as market players speculated about other potential industry takeover targets .",georgia-pacific,fell,speculated firmed fell,players paper georgia-pacific,"2 1/2 fell georgia-pacific to 50 7/8 , but firmed most paper and forest-products stocks as speculated market players about other potential industry takeover targets ."
"within the paper sector , mead climbed 2 3/8 to 38 3/4 on 1.3 million shares , union camp rose 2 3/4 to 37 3/4 , federal paper board added 1 3/4 to 23 7/8 , bowater gained 1 1/2 to 27 1/2 , stone container rose 1 to 26 1/8 and temple-inland jumped 3 3/4 to 62 1/4 .",mead,climbed,rose rose added jumped gained climbed,camp container board temple-inland bowater mead,"within the paper sector , 2 3/8 2 3/4 rose union camp to 37 3/4 1 3/4 added federal paper board to 23 7/8 1 1/2 gained bowater to 27 1/2 climbed mead to 38 3/4 on 1.3 million shares , , , , 1 rose stone container to 26 1/8 and 3 3/4 jumped temple-inland to 62 1/4 ."
"pfizer gained 1 7/8 to 67 5/8 , schering-plough added 2 1/4 to 75 3/4 , eli lilly rose 1 3/8 to 62 1/8 and upjohn firmed 3/4 to 38 .",pfizer,gained,gained rose added firmed,pfizer lilly schering-plough upjohn,"1 7/8 2 1/4 added schering-plough to 75 3/4 gained pfizer to 67 5/8 , , 1 3/8 rose eli lilly to 62 1/8 and 3/4 firmed upjohn to 38 ."
"pennzoil is rumored to be accumulating a stake in chevron in order to push for a revamping of the company ; investor carl icahn has recently increased his stake in usx , which separately reported earnings that were in line with expectations .",pennzoil,rumored,rumored reported increased,pennzoil usx icahn,"a stake in chevron to be accumulating in order to push for a revamping of the company is rumored pennzoil ; his stake in usx , which earnings that were in line with expectations separately reported has recently increased investor carl icahn ."
bankamerica climbed 1 3/4 to 30 after painewebber boosted its investment opinion on the stock to its highest rating .,bankamerica,climbed,climbed boosted,bankamerica painewebber,1 3/4 climbed bankamerica to 30 after its investment opinion on the stock boosted painewebber to its highest rating .
"volume totaled 11,820,000 shares .",volume,totaled,totaled,volume,"totaled volume 11,820,000 shares ."
"as part of the agreement , cilcorp said it will pay hunter $ 4 million in exchange for agreements not to compete .",cilcorp,said,pay said,it cilcorp,"as part of the agreement , $ 4 million will pay it hunter in exchange for agreements not to compete said cilcorp ."
cilcorp said the businesses to be acquired had revenue of $ 76 million for the year ended march 31 .,cilcorp,said,said had,cilcorp businesses,revenue of $ 76 million for the year ended march 31 had the businesses to be acquired said cilcorp .
"he begins his seven-year term nov. 9 , succeeding kenan evren .",he,begins,begins,he,"his seven-year term begins he nov. 9 , kenan evren succeeding ."
revenue soared to $ 101.7 million from $ 39.5 million .,revenue,soared,soared,revenue,soared revenue to $ 101.7 million from $ 39.5 million .
that was when the exchange took a new tack by publishing monthly statistics listing the top 15 program trading firms .,that,was,was took,that exchange,was that a new tack when took the exchange by monthly statistics the top 15 program trading firms listing publishing .
"in stock-index arbitrage , traders buy and sell large amounts of stock with offsetting trades in stock-index futures to profit from fleeting price discrepancies between the two markets .",traders,buy,buy,traders,"in stock-index arbitrage , large amounts of stock with offsetting trades in stock-index futures buy traders and sell to profit from fleeting price discrepancies between the two markets ."
but he has been getting heat from all sides over program trading .,he,getting,getting,he,but heat has been getting he from all sides over program trading .
"computers have made trading more rapid , but that can be fixed with some fine-tuning .",computers,made,fixed made,that computers,"trading more rapid have made computers , but can be fixed that with some fine-tuning ."
"in october 1979 , just days before the federal reserve raised interest rates , ibm offered $ 1 billion in debt securities .",ibm,offered,raised offered,reserve ibm,"in october 1979 , just days before interest rates raised the federal reserve , $ 1 billion in debt securities offered ibm ."
others said ibm might increase the size of the offering to as much as $ 1 billion if investor demand is strong .,others,said,is said increase,demand others ibm,the size of the offering might increase ibm to as much as $ 1 billion if is investor demand strong said others .
but it may lead to separate financial reports based on different rules for the government entities under fasb rules and those still under gasb rules .,it,lead,lead,it,but may lead it to separate financial reports based on different rules for the government entities under fasb rules and those still under gasb rules .
it valued the transaction at $ 800 million .,it,valued,valued,it,the transaction valued it at $ 800 million .
"for at least the next six months , however , avery will continue to pay $ 200,000 a month for management services to a company controlled by messrs. peltz and may , according to the proxy material .",avery,continue,continue,avery,"for at least the next six months , , $ 200,000 a month to pay for management services to a company controlled by messrs. peltz and may , according to the proxy material however will continue avery ."
clarcor said it is inviting proposals from other prospective purchasers of the unit .,clarcor,said,inviting said,it clarcor,proposals from other prospective purchasers of the unit is inviting it said clarcor .
