original_sent,main_subj,main_verb,all_verbs,all_subjs,reordered_sent
"this is a problem not only for prime minister thatcher but for president bush , as shown in the ongoing bickering over the dollar between the federal reserve and the mulford treasury .",this,is,is,this,"is this a problem not only for prime minister thatcher but for president bush , as shown in the ongoing bickering over the dollar between the federal reserve and the mulford treasury ."
"they increased the after-tax rate of return and made britain a far more attractive place to invest , producing sudden capital inflows .",they,increased,increased,they,"increased the after-tax rate of return they and made britain a far more attractive place to invest , producing sudden capital inflows ."
"by accounting definitions , this had to produce a sudden trade deficit .",this,had,had,this,"by accounting definitions , had to produce a sudden trade deficit this ."
"as in the u.s. , it also produced a sudden burst in the demand for sterling , that is a surge in the sterling monetary aggregates , m-whatever .",it,produced,is produced,that it,"as in the u.s. , also produced a sudden burst in the demand for sterling , is that a surge in the sterling monetary aggregates , m-whatever it ."
"to push the pound even lower trying to cure the trade deficit , a policy britain has repeatedly proved disastrous .",britain,proved,proved,britain,"to push even lower the pound trying to cure the trade deficit , a policy has repeatedly proved disastrous britain ."
"but this devastated the u.s. manufacturing sector , laying the seeds of protectionism .",this,devastated,devastated,this,"but devastated the u.s. manufacturing sector this , laying the seeds of protectionism ."
"to begin with , we should note that in contrast to the u.s. deficit , britain has been running largish budget surpluses .",we,note,running note,britain we,"to begin with , should note that in contrast to the u.s. deficit , has been running largish budget surpluses britain we ."
"unlike the u.s. , britain never achieved even a momentary reduction in real wages .",britain,achieved,achieved,britain,"unlike the u.s. , never achieved even a momentary reduction in real wages britain ."
inflation is easier to spark and harder to control .,inflation,is,is,inflation,is inflation easier to spark and harder to control .
we should also concede that in the british experience the monetarist cause regains some of the credibility it lost in the u.s. experience .,we,concede,regains concede lost,cause we it,should also concede that in the british experience regains some of the credibility lost it in the u.s. experience the monetarist cause we .
"we recall that mr. roberts not only chides the chancellor for being too easy because of a desire to constrain sterling , but also led the chorus saying that mr. volcker was too tight when he let the dollar rise .",we,recall,recall was let chides,we volcker he roberts,"recall that not only chides the chancellor mr. roberts for being too easy because of a desire to constrain sterling , but also led the chorus saying that was mr. volcker too tight when let the dollar rise he we ."
"in fixing rates the choice of initial parities is crucial , for example , and perhaps he picked the wrong pound-dm rate .",he,picked,picked is,he choice,"in fixing rates is the choice of initial parities crucial , for example , and perhaps picked the wrong pound-dm rate he ."
but it was the underlying situation that became intolerable .,it,was,was,it,but was it the underlying situation that became intolerable .
"they confront stubborn inflation and a sagging economy , that is to say , stagflation .",they,confront,confront,they,"confront stubborn inflation and a sagging economy , that is to say , stagflation they ."
this can not be solved by provoking a further downturn ; reducing the supply of goods does not solve inflation .,this,solved,solved,this,can not be solved this by provoking a further downturn ; does not solve inflation reducing the supply of goods .
"and some of its top client-service executives , including mr. phillips , were promoted to the point they were saddled with administrative duties , with little time to see clients .",they,saddled,saddled,they,"and were promoted some of its top client-service executives , including mr. phillips , to the point were saddled they with administrative duties , with little time to see clients ."
"he also plans to get to know clients that mr. roman was closer to , such as lever brothers , american express and seagram .",he,plans,was plans,roman he,"also plans to get to know clients that was mr. roman closer to , such as lever brothers , american express and seagram he ."
"but margins will be helped , too , by some other cost-saving steps .",margins,helped,helped,margins,"but will be helped too margins , , by some other cost-saving steps ."
"ogilvy eliminated the mail room staff , closed the executive dining room and , after the takeover , let go half a dozen financial executives .",ogilvy,eliminated,eliminated,ogilvy,"eliminated the mail room staff ogilvy , closed the executive dining room and , after the takeover , let go half a dozen financial executives ."
"she said it was too early to say what would happen to its clients , including reebok and apple .",she,said,said was,she it,"said was it too early to say what would happen to its clients , including reebok and apple she ."
waxman sells a variety of hardware products for the home repair market .,waxman,sells,sells,waxman,sells a variety of hardware products for the home repair market waxman .
macy acquired those three businesses in may 1988 .,macy,acquired,acquired,macy,acquired those three businesses macy in may 1988 .
macy reported a net loss for fiscal 1989 of $ 53.7 million compared with a net loss of $ 188.2 million for fiscal 1988 .,macy,reported,reported,macy,reported a net loss for fiscal 1989 of $ 53.7 million compared with a net loss of $ 188.2 million for fiscal 1988 macy .
"this includes $ 4.6 billion of long-term debt , $ 457.5 million in short-term debt , and $ 95.7 million of the current portion of long-term debt .",this,includes,includes,this,"includes $ 4.6 billion of long-term debt , $ 457.5 million in short-term debt , and $ 95.7 million of the current portion of long-term debt this ."
"roughly $ 2 billion of that debt has already been repaid from previous asset sales , and rjr expects to use another $ 2 billion from the pending , two-part sale of most of its del monte unit .",rjr,expects,expects,rjr,"has already been repaid roughly $ 2 billion of that debt from previous asset sales , and expects to use another $ 2 billion from the pending , two-part sale of most of its del monte unit rjr ."
"since kkr bought rjr in february for $ 25 billion of debt , it has agreed to sell nearly $ 5 billion of rjr assets .",it,agreed,bought agreed,kkr it,"since bought rjr kkr in february for $ 25 billion of debt , has agreed to sell nearly $ 5 billion of rjr assets it ."
"in new york stock exchange composite trading friday , aetna closed at $ 60 , down 50 cents .",aetna,closed,closed,aetna,"in new york stock exchange composite trading friday , closed down 50 cents aetna at $ 60 , ."
"in the latest quarter , aetna had a $ 23 million loss on its auto/homeowners line , compared with earnings of $ 33 million last year .",aetna,had,had,aetna,"in the latest quarter , had a $ 23 million loss aetna on its auto/homeowners line , compared with earnings of $ 33 million last year ."
"in the nine months , net rose 4.3 % to $ 525.8 million or $ 4.67 a share , from $ 504.2 million , or $ 4.41 a share , last year .",net,rose,rose,net,"in the nine months , rose 4.3 % net to $ 525.8 million or $ 4.67 a share , from $ 504.2 million , or $ 4.41 a share , last year ."
these are curious times in south african politics .,these,are,are,these,are these curious times in south african politics .
"pretoria releases the anc leaders , most of whom were serving life sentences , and allows them to speak freely , hoping that the anc will abandon its use of violence .",pretoria,releases,releases abandon,pretoria anc,"releases the anc leaders , were serving life sentences most of whom pretoria , and allows them to speak freely , hoping that will abandon its use of violence the anc ."
"speakers yesterday called on foreign governments to increase sanctions against pretoria and urged supporters inside the country to continue defying emergency restrictions and racial segregation , known as apartheid .",speakers,called,called,speakers,"yesterday called to increase sanctions against pretoria speakers on foreign governments and urged supporters inside the country to continue defying emergency restrictions and racial segregation , known as apartheid ."
"in the stands , people waved anc flags , wore anc t-shirts , sang anc songs and chanted anc slogans .",people,waved,waved,people,"in the stands , waved anc flags people , wore anc t-shirts , sang anc songs and chanted anc slogans ."
"to date , we see no clear indication that the government is serious about negotiations .",we,see,is see,government we,"to date , see no clear indication that is the government serious about negotiations we ."
"when westinghouse electric corp. shuttered its massive steam turbine plant in lester , pa. , three years ago , it seemed like the company had pulled the plug on its century-old power generation business .",it,seemed,shuttered seemed pulled,corp. it company,"when shuttered three years ago its massive steam turbine plant in lester , pa. , westinghouse electric corp. , seemed it like had pulled the plug the company on its century-old power generation business ."
but now westinghouse is enjoying a resurgence in demand for both steam and combustion turbines and may even join the growing legion of independent electric producers .,westinghouse,enjoying,enjoying,westinghouse,but now is enjoying a resurgence in demand for both steam and combustion turbines westinghouse and may even join the growing legion of independent electric producers .
"for the first time since the mid-1970s , westinghouse this year has seen a significant increase in orders for power plants .",westinghouse,seen,seen,westinghouse,"for the first time since the mid-1970s , this year has seen a significant increase in orders for power plants westinghouse ."
"most are from independent producers instead of regulated utilities , and westinghouse believes it will ride a wave of demand stretching over the next six years .",westinghouse,believes,believes ride,westinghouse it,"are most from independent producers instead of regulated utilities , and believes will ride a wave of demand stretching over the next six years it westinghouse ."
"already this year , it has received orders for four 150-megawatt advanced combustion turbines from florida power & light co. and for two 300-megawatt plants from intercontinental energy corp. , among others .",it,received,received,it,"this year , already has received orders for four 150-megawatt advanced combustion turbines from florida power & light co. and for two 300-megawatt plants from intercontinental energy corp. , among others it ."
"at the same time , westinghouse hopes its venture with mitsubishi will help fend off growing competition , particularly in the u.s. , from such european competitors as asea brown boveri ag , siemens ag , and british general electric co .",westinghouse,hopes,hopes help,westinghouse venture,"at the same time , hopes will help fend off growing competition , particularly in the u.s. , from such european competitors as asea brown boveri ag , siemens ag , and british general electric co its venture with mitsubishi westinghouse ."
"westinghouse also jointly will bid on projects with misubishi , giving it an edge in developing asian markets .",westinghouse,bid,bid,westinghouse,"also jointly will bid giving an edge in developing asian markets it westinghouse on projects with misubishi , ."
westinghouse carefully crafted the agreement because the justice department earlier this year successfully challenged a proposed steam turbine joint venture with asea brown boveri .,westinghouse,crafted,crafted challenged,westinghouse department,carefully crafted the agreement westinghouse because earlier this year successfully challenged a proposed steam turbine joint venture with asea brown boveri the justice department .
westinghouse expects about half of its new orders for turbines to come from independent producers for at least the next six years .,westinghouse,expects,expects,westinghouse,expects about half of its new orders for turbines to come from independent producers for at least the next six years westinghouse .
"even if that scenario occurs , westinghouse figures it is prepared .",westinghouse,figures,prepared occurs figures,it scenario westinghouse,"if even occurs that scenario , figures is prepared it westinghouse ."
"they led for nary an inning in the four games , and managed to stir their fans only once .",they,led,led,they,"led they for nary an inning in the four games , and managed to stir only once their fans ."
they led the major leagues in regular-season wins with 99 and flattened the toronto blue jays four games to one for the american league pennant before stomping their cross-bay rivals .,they,led,led,they,led the major leagues they in regular-season wins with 99 and flattened four games to one the toronto blue jays for the american league pennant before stomping their cross-bay rivals .
"he shut out the giants on five hits in game one , and allowed three runs on five hits in seven innings friday after the 12-day break caused by the earthquake .",he,shut,shut,he,"shut out the giants he on five hits in game one , and allowed three runs on five hits in seven innings friday after the 12-day break caused by the earthquake ."
"one was that , despite his 62 regular-season wins over the past three seasons in the land beyond the late news , he has been overshadowed by his more-muscular mates and missed out on prizes that might have been his due .",he,overshadowed,overshadowed,he,"was that , despite his 62 regular-season wins over the past three seasons in the land beyond the late news , has been overshadowed he by his more-muscular mates and missed out on prizes that might have been his due one ."
"he might have added an interesting historical fact : the last series sweep , by the cincinnati reds , came in 1976 , which also was the first year of baseball player free agency .",he,added,came added,sweep he,"might have added an interesting historical fact : came the last series sweep , by the cincinnati reds , in 1976 , also which was the first year of baseball player free agency he ."
"in fact , managers today are probably more aware of speed as a competitive variable than ever before .",managers,are,are,managers,"in fact , today are managers probably more aware of speed as a competitive variable than ever before ."
"managers learn to spot opportunities to increase customer satisfaction through speed , and shift some responsibility for analyzing , improving and streamlining work processes from themselves to teams of employees .",managers,learn,learn,managers,"learn to spot opportunities to increase customer satisfaction through speed , and shift some responsibility for analyzing work processes , improving and streamlining from themselves to teams of employees managers ."
they effectively lead team efforts to reduce cycle time .,they,lead,lead,they,effectively lead team efforts to reduce cycle time they .
and they prepare all their people to increase the speed and improve the quality of their own work .,they,prepare,prepare,they,and prepare all their people to increase the speed and improve the quality of their own work they .
he achieved this in part with an uncanny talent for getting his foot peacefully in the door of established european companies .,he,achieved,achieved,he,achieved this he in part with an uncanny talent for getting peacefully his foot in the door of established european companies .
shareholders must approve the merger at general meetings of the two companies in late november .,shareholders,approve,approve,shareholders,must approve the merger shareholders at general meetings of the two companies in late november .
but approval is almost certain since mr. rey and a friendly adia management are in control .,approval,is,is are,approval rey,but is approval almost certain since are mr. rey and a friendly adia management in control .
home is an estate with green meadows opening onto lake geneva and a low-slung house whose rooms overlook the water and offer a view of the french alps .,home,is,is overlook,home rooms,is home an estate with green meadows opening onto lake geneva and a low-slung house overlook the water whose rooms and offer a view of the french alps .
he was simply the first in this country to realize that treasures were just lying around waiting to be picked up .,he,was,was lying,he treasures,was he simply the first in this country to realize that were just lying around treasures waiting to be picked up .
"looking into bally , he could hardly believe what he saw : a company with enormous real-estate holdings in major european cities and a market capitalization of 28 million swiss francs ; it had 7,000 employees .",he,believe,had believe,it he,"looking into bally , could hardly believe what saw he : a company with enormous real-estate holdings in major european cities and a market capitalization of 28 million swiss francs he ; had 7,000 employees it ."
and he has worked to shed his raider image .,he,worked,worked,he,and has worked to shed his raider image he .
"with the nonferrous metals business undermined in switzerland by tough foreign competition and high domestic costs , this looked like a dull undertaking .",this,looked,looked undermined,this business,"with undermined the nonferrous metals business in switzerland by tough foreign competition and high domestic costs , looked this like a dull undertaking ."
they renamed it swiss cantobank and are using it to expand abroad .,they,renamed,renamed,they,renamed it swiss cantobank they and are using it to expand abroad .
i want them to stand alone .,i,want,want,i,want them to stand alone i .
"hewlett-packard is based in palo alto , calif .",hewlett-packard,based,based,hewlett-packard,"is based hewlett-packard in palo alto , calif ."
machinists already have rejected a package that would provide a 10 % pay raise plus bonuses over the three-year life of the contract .,machinists,rejected,rejected,machinists,already have rejected a package that would provide a 10 % pay raise plus bonuses over the three-year life of the contract machinists .
"in addition , boeing said it also will reorganize all its work in wichita into military and commercial divisions .",boeing,said,said reorganize,boeing it,"in addition , said also will reorganize all its work in wichita it into military and commercial divisions boeing ."
analysts agreed .,analysts,agreed,agreed,analysts,agreed analysts .
"nor did it ease restrictions on exports to poland and hungary , according to u.s. officials who attended the talks .",it,ease,attended ease,officials it,"nor did ease restrictions on exports to poland and hungary it according to u.s. officials who attended the talks , ."
"that is at the high end of the range of 7,000 to 8,000 employees that unisys said a month ago would be laid off .",that,is,is said,that unisys,"is that at the high end of the range of 7,000 to 8,000 employees said a month ago that would be laid off unisys ."
"unisys said that should help it save $ 500 million a year in costs , again at the high end of the previously reported range of $ 400 million to $ 500 million .",unisys,said,said help save,unisys that it,"said should help save $ 500 million a year in costs , again at the high end of the previously reported range of $ 400 million to $ 500 million it that unisys ."
"unisys also noted that it paid $ 78.8 million in taxes during the quarter , even though tax payments normally would be minimal in a quarter that produced such a big loss .",unisys,noted,noted produced paid,unisys quarter it,"also noted that paid $ 78.8 million in taxes it during the quarter , even though tax payments normally would be minimal in a quarter that produced such a big loss unisys ."
"in addition , unisys said it reduced computer inventories a further $ 100 million during the quarter , leaving it within $ 100 million of its goal of a reduction of $ 500 million by the end of the year .",unisys,said,said reduced,unisys it,"in addition , said reduced a further $ 100 million it computer inventories during the quarter , leaving it within $ 100 million of its goal of a reduction of $ 500 million by the end of the year unisys ."
"in addition , unisys must deal with its increasingly oppressive debt load .",unisys,deal,deal,unisys,"in addition , must deal unisys with its increasingly oppressive debt load ."
"debt has risen to around $ 4 billion , or about 50 % of total capitalization .",debt,risen,risen,debt,"has risen debt to around $ 4 billion , or about 50 % of total capitalization ."
"that means unisys must pay about $ 100 million in interest every quarter , on top of $ 27 million in dividends on preferred stock .",that,means,means pay,that unisys,"means must pay about $ 100 million in interest unisys every quarter , on top of $ 27 million in dividends on preferred stock that ."
he also said that the price wars flaring up in parts of the computer industry will continue through next year .,he,said,said continue,he wars,also said that will continue the price wars flaring up in parts of the computer industry through next year he .
and unisys is expected to do little better than break even in the fourth quarter .,unisys,expected,expected,unisys,and is expected to do little better than break even in the fourth quarter unisys .
"since the last time he traveled this way several months ago , he has recanted a series of bold forecasts of a recession .",he,recanted,traveled recanted,he he,"since the last time traveled several months ago this way he , has recanted a series of bold forecasts of a recession he ."
"it said long-term interest rates , then above 9 % , could drop to 7 % by the end of 1989 , so bonds , which benefit from falling rates , would be a good buy .",it,said,said drop,it rates,"said , could drop long-term interest rates , then above 9 % to 7 % by the end of 1989 , so bonds , which benefit from falling rates , would be a good buy it ."
he softened the talk about a recession .,he,softened,softened,he,softened the talk about a recession he .
this is the commercial version .,this,is,is,this,is this the commercial version .
"it is indeed hard to back away from a widely publicized forecast , and mr. straszheim is fidgeting with the handcuffs on this trip .",it,is,is fidgeting,it straszheim,"is it indeed hard to back away from a widely publicized forecast , and is fidgeting mr. straszheim with the handcuffs on this trip ."
"in the filing , crane said that in the past it considered seeking control of milton roy , of st. petersburg , fla. , through a merger or tender offer and that it expects to continue to evaluate an acquisition from time to time .",crane,said,considered said expects,it crane it,"in the filing , said that in the past considered seeking control of milton roy , of st. petersburg , fla. , through a merger or tender offer it and that expects to continue to evaluate an acquisition from time to time it crane ."
"crane holds 504,200 milton roy shares , including 254,200 bought from sept. 14 to thursday for $ 15.50 to $ 16.75 each .",crane,holds,holds,crane,"holds 504,200 milton roy shares , including 254,200 bought from sept. 14 to thursday for $ 15.50 to $ 16.75 each crane ."
"as a result , he reignited the inflation that mrs. thatcher , through a long and costly effort , had subdued .",he,reignited,subdued reignited,thatcher he,"as a result , reignited the inflation , through a long and costly effort , had subdued that mrs. thatcher he ."
this put mrs. thatcher in a bind .,this,put,put,this,put mrs. thatcher this in a bind .
"when a country cuts tax rates , it makes itself more attractive to investors and drives up the value of its currency .",it,makes,cuts makes,country it,"when cuts tax rates a country , makes itself more attractive to investors it and drives up the value of its currency ."
it was fear of disturbing ems exchange-rate relationships that caused the chirac government in france to be timid about cutting tax rates .,it,was,was,it,was it fear of disturbing ems exchange-rate relationships that caused the chirac government in france to be timid about cutting tax rates .
it is extraordinary that the british treasury thought it could prevent a trade deficit by inflating the pound .,it,is,is thought prevent,it treasury it,is it extraordinary that thought could prevent a trade deficit it by inflating the pound the british treasury .
this has led them in a fruitless and destructive policy circle .,this,led,led,this,has led them this in a fruitless and destructive policy circle .
"in the least , we must recognize the futility of trying to use exchange-rate intervention to offset the effects of tax-rate reduction on capital flows .",we,recognize,recognize,we,"in the least , must recognize the futility of trying to use exchange-rate intervention to offset the effects of tax-rate reduction on capital flows we ."
it was the smallest monthly increase in a year .,it,was,was,it,was it the smallest monthly increase in a year .
"cra said then that it was looking for a partner for the mine , which produces more than three million metric tons of coal a year .",cra,said,said looking produces,cra it mine,"said then that was looking it for a partner for the mine , which produces more than three million metric tons of coal a year cra ."
cra is 49%-owned by rtz corp. of britain .,cra,is,is,cra,is cra 49%-owned by rtz corp. of britain .
"noting that the company is offering to buy back $ 154.2 million in senior notes paying 12 3/4 % , he said the response will help determine future debt-reduction efforts .",he,said,offering said help,company he response,"noting that is offering to buy back $ 154.2 million in senior notes paying 12 3/4 % the company , said will help determine future debt-reduction efforts the response he ."
"he disclosed that before control data scrapped its eta systems inc. supercomputer business this past spring , those costs were running at nearly 35 % of group revenue .",he,disclosed,disclosed running scrapped,he costs data,"disclosed that before scrapped its eta systems inc. supercomputer business control data this past spring , were running those costs at nearly 35 % of group revenue he ."
"having resided in the great state of california for the past seven years , i find it hard to ignore our environmental problems when i start my commute to work with eyes tearing and head aching from the polluted air ; when i try to enjoy the beaches and come home covered with tar and oil ; when i hear of numerous deaths related to irresponsible processing of cheese and use of chemicals in fruit growing .",i,find,aching try find start hear tearing,head i i i i eyes,"having resided in the great state of california for the past seven years , find hard to ignore our environmental problems it when start my commute to work i with tearing eyes and aching head from the polluted air ; when try to enjoy the beaches i and come home covered with tar and oil ; when hear i of numerous deaths related to irresponsible processing of cheese and use of chemicals in fruit growing i ."
"i realize you were just looking for something snotty to say about california and its environmental movement , but picking frank lloyd wright to say it for you was a bad call .",i,realize,realize,i,"realize were just looking you for something snotty to say about california and its environmental movement i , but picking frank lloyd wright to say it for you was a bad call ."
"i have a different approach to offer , not only to californians , but to all americans .",i,have,have,i,"have a different approach to offer , not only to californians , but to all americans i ."
"revenue last year increased by more than 11 % over 1988 , and net income nearly tripled from restated year-earlier net of $ 900 million .",revenue,increased,increased tripled,revenue income,"last year increased revenue by more than 11 % over 1988 , and nearly tripled net income from restated year-earlier net of $ 900 million ."
venice has sunk 10 inches in this century .,venice,sunk,sunk,venice,has sunk 10 inches venice in this century .
"intermoda will initially only send the textile and clothing section of the quelle catalog , translated into russian , to soviet customers who have access to convertible currency .",intermoda,send,send have,intermoda customers,"will initially only send the textile and clothing section of the quelle catalog , translated into russian , intermoda to soviet customers who have access to convertible currency ."
"this would compare with an estimated loss of 3 cents a share for the comparable 10 months last year , which included restructuring costs .",this,compare,compare included,this months,"would compare this with an estimated loss of 3 cents a share for the comparable 10 months last year , which included restructuring costs ."
"shortly after that , sony would offer to buy guber-peters entertainment co. for $ 200 million and offer its co-chairmen , peter guber and jon peters , the chance to run columbia .",sony,offer,offer,sony,"shortly after that , would offer to buy guber-peters entertainment co. for $ 200 million sony and offer the chance to run columbia its co-chairmen , peter guber and jon peters , ."
warner tells another .,warner,tells,tells,warner,tells another warner .
"warner denies mr. ross ever said any such thing , and , in fact , denies virtually everything mr. guber and mr. peters say in their affidavits .",warner,denies,denies say said,warner guber ross,"denies ever said any such thing mr. ross warner , and , in fact , denies virtually everything say mr. guber and mr. peters in their affidavits ."
"but they also make it clear that the first thing a judge will have to decide is which , if any , version of events in this morass is fiction , and which fact .",they,make,make have is,they judge version,"but also make clear that is it the first thing will have to decide a judge which , if any , version of events in this morass is fiction , and which fact they ."
"warner denies such an agreement was made , and disputes the guber-peters version of virtually every telephone call and meeting the two sides had on the matter .",warner,denies,denies made had,warner agreement sides,"denies was made such an agreement warner , and disputes the guber-peters version of virtually every telephone call and meeting had the two sides on the matter ."
"he says mr. peters and mr. guber , as the contractual producers with consultation rights , have been invited to screenings and to give their input on the film .",he,says,says invited,he peters,"says , as the contractual producers with consultation rights , have been invited mr. peters and mr. guber to screenings and to give their input on the film he ."
"revenues were $ 99.23 billion , up from $ 97.74 billion a year earlier .",revenues,were,were,revenues,"were revenues $ 99.23 billion , up from $ 97.74 billion a year earlier ."
cms is nearly done converting the midland plant to a gas-fired cogeneration facility at a cost of $ 600 million .,cms,done,done,cms,is nearly done converting the midland plant to a gas-fired cogeneration facility at a cost of $ 600 million cms .
but analysts say sansui is a special case .,analysts,say,say is,analysts sansui,but say is sansui a special case analysts .
nor do analysts expect the sansui deal to touch off a fresh wave of foreign purchases .,analysts,expect,expect,analysts,nor do expect the sansui deal to touch off a fresh wave of foreign purchases analysts .
sansui was late into the mini-component business and failed to branch into other new businesses .,sansui,was,was,sansui,was sansui late into the mini-component business and failed to branch into other new businesses .
"while competitors moved production offshore in response to the sagging competitiveness of japanese factories , sansui lacked the money to build new plants in southeast asia .",sansui,lacked,moved lacked,competitors sansui,"while moved offshore production competitors in response to the sagging competitiveness of japanese factories , lacked the money to build new plants in southeast asia sansui ."
"he took polly peck , once a small fabric wholesaler , and used it at as a base to build a conglomerate that has been doubling its profits annually since 1980 .",he,took,took,he,"took polly peck , once a small fabric wholesaler he , and used it at as a base to build a conglomerate that has been doubling annually its profits since 1980 ."
"under previous terms , holders would have received a dividend of only $ 20 a share .",holders,received,received,holders,"under previous terms , would have received a dividend of only $ 20 a share holders ."
analyst estimate the value of the bellsouth proposal at about $ 115 to $ 125 a share .,analyst,estimate,estimate,analyst,estimate the value of the bellsouth proposal analyst at about $ 115 to $ 125 a share .
"over the weekend , mccaw continued to call for an auction of lin .",mccaw,continued,continued,mccaw,"over the weekend , continued to call for an auction of lin mccaw ."
analysts said they expect mccaw to escalate the bidding again .,analysts,said,said expect,analysts they,said expect mccaw to escalate again the bidding they analysts .
"for 1988 , bellsouth earned $ 1.7 billion , or $ 3.51 a share , on revenue of $ 13.6 billion .",bellsouth,earned,earned,bellsouth,"for 1988 , earned $ 1.7 billion , or $ 3.51 a share bellsouth , on revenue of $ 13.6 billion ."
"analysts were predicting 1990 bellsouth earnings in the range of $ 3.90 a share , or $ 1.9 billion , but now those estimates are being scaled back .",analysts,predicting,scaled predicting,estimates analysts,"were predicting 1990 bellsouth earnings in the range of $ 3.90 a share , or $ 1.9 billion analysts , but now are being scaled back those estimates ."
"because of program trading it is more difficult to trade many otc stocks without sharp price moves , a condition known as illiquidity .",it,is,is,it,"because of program trading is it more difficult to trade many otc stocks without sharp price moves , a condition known as illiquidity ."
"on days when prices are tumbling , they must be willing to buy shares from sellers when no one else will .",prices,tumbling,tumbling,prices,"on days when are tumbling prices , they must be willing to buy shares from sellers when no one else will ."
"but , he observes , while makers suffer losses when program trading drags the market down , they also make money when program trading pushes the prices higher .",they,make,pushes observes make drags suffer,trading he they trading makers,"but , observes he , while suffer losses makers when drags down the market program trading , also make money they when pushes higher the prices program trading ."
"lin now plans to dole out $ 42 a share in cash , up from the earlier $ 20 amount .",lin,plans,plans,lin,"now plans to dole out up from the earlier $ 20 amount $ 42 a share in cash , lin ."
intel eased 1/8 to 31 7/8 .,intel,eased,eased,intel,eased 1/8 intel to 31 7/8 .
intel told analysts that the company will resume shipments of the chips within two to three weeks .,intel,told,told resume,intel company,told analysts that will resume shipments of the chips the company within two to three weeks intel .
"kirschner earned $ 376,000 on revenue of $ 14.5 million in the 1988 quarter .",kirschner,earned,earned,kirschner,"earned $ 376,000 kirschner on revenue of $ 14.5 million in the 1988 quarter ."
"it showed some early resilience after central bank support firmed sterling , but the weight of wall street late in london trading , and signs of further weakness in the british pound , proved a hefty load to bear .",it,showed,showed proved firmed,it weight support,"showed some early resilience it after firmed sterling central bank support , but proved a hefty load to bear the weight of wall street late in london trading , and signs of further weakness in the british pound , ."
"dealers said the turnover , largely confined to the 100-share index stocks , partly reflected the flurry of activity typical at the close of a two-week trading account and the start of a new account .",dealers,said,said reflected,dealers turnover,"said partly reflected the flurry of activity typical at the close of a two-week trading account and the start of a new account the turnover , largely confined to the 100-share index stocks , dealers ."
dealers said the multinational oil company was pressured by recent brokerage recommendations urging investors to switch into shell trading & transport .,dealers,said,said,dealers,said the multinational oil company was pressured by recent brokerage recommendations urging investors to switch into shell trading & transport dealers .
shell eased 1 to 416 on turnover of 4.8 million shares .,shell,eased,eased,shell,eased 1 shell to 416 on turnover of 4.8 million shares .
"in tokyo , stocks closed lower but above intraday lows in active trading .",stocks,closed,closed,stocks,"in tokyo , closed lower but above intraday lows stocks in active trading ."
dealers placed heavy buy orders in the morning to start the first trading day for november transactions .,dealers,placed,placed,dealers,placed heavy buy orders dealers in the morning to start the first trading day for november transactions .
"traders said the continued turbulence in other markets , coupled with the drop in london following the lawson resignation , were responsible .",traders,said,said were,traders turbulence,"said were the continued turbulence in other markets , coupled with the drop in london following the lawson resignation , responsible traders ."
they said contributing to the downward drift was the fact that many professional traders had chosen to square positions ahead of the weekend .,they,said,said chosen contributing,they traders fact,said they contributing was the fact that had chosen to square ahead of the weekend positions many professional traders to the downward drift .
traders said the market remains extremely nervous because of the wild swings seen on the new york stock exchange last week .,traders,said,said remains,traders market,said remains extremely nervous the market because of the wild swings seen on the new york stock exchange last week traders .
ortega cited renewed attacks by the u.s.backed rebels .,ortega,cited,cited,ortega,cited renewed attacks by the u.s.backed rebels ortega .
lawmakers must decide next month whether the contras will get so-called humanitarian aid under a bipartisan agreement reached in march .,lawmakers,decide,decide get,lawmakers contras,must decide whether will get so-called humanitarian aid the contras under a bipartisan agreement reached in march lawmakers next month .
police detained more than 350 people .,police,detained,detained,police,detained more than 350 people police .
congress sent to bush an $ 8.5 billion military construction bill that cuts spending for new installations by 16 % .,congress,sent,sent,congress,sent an $ 8.5 billion military construction bill that cuts spending for new installations by 16 % congress to bush .
"before adjustment for inflation , the association said , orders were up a nominal 5 % .",orders,were,were said,orders association,"before adjustment for inflation , said the association , were up a nominal 5 % orders ."
"in the third quarter , orders rose a real 5 % and a nominal 9 % .",orders,rose,rose,orders,"in the third quarter , rose a real 5 % and a nominal 9 % orders ."
it now holds the no. 3 position at u.s. department-store cosmetic counters .,it,holds,holds,it,now holds the no. 3 position at u.s. department-store cosmetic counters it .
p&g already has shown it can meld some traditional packaged-goods techniques with the image-making of the cosmetics trade in the mass-market end of the business .,p&g,shown,shown meld,p&g it,already has shown can meld some traditional packaged-goods techniques it with the image-making of the cosmetics trade in the mass-market end of the business p&g .
"consider oil of olay , which p&g acquired as part of richardson-vicks international in 1985 .",p&g,acquired,acquired,p&g,"consider oil of olay , which acquired p&g as part of richardson-vicks international in 1985 ."
p&g set out to reposition the brand by broadening the product line to include facial cleansers and moisturizers for sensitive skin .,p&g,set,set,p&g,set out to reposition the brand by broadening the product line to include facial cleansers and moisturizers for sensitive skin p&g .
unilever already has experienced some disappointment .,unilever,experienced,experienced,unilever,already has experienced some disappointment unilever .
congress never fully trusted former cia chief william casey and national security adviser john poindexter to honor the ban .,congress,trusted,trusted,congress,never fully trusted former cia chief william casey and national security adviser john poindexter to honor the ban congress .
and they continue anonymously attacking cia director william webster for being too accommodating to the committee .,they,continue,continue,they,and continue anonymously attacking cia director william webster for being too accommodating to the committee they .
