original_sent,main_subj,main_verb,all_verbs,all_subjs,reordered_sent
"he joins nov. 13 , dissolving his consulting firm , canter , achenbaum associates .",he,joins,joins,he,"he joins nov. 13 , dissolving his consulting firm , canter , achenbaum associates ."
"as a consultant , he has given seminars at agencies including ogilvy & mather on how to win new business .",he,given,given,he,"as a consultant , he has given seminars at agencies including ogilvy & mather on how to win new business ."
he pampers them ; he invites them to fabulous parties ; he strokes them .,he,pampers,pampers strokes invites,he he he,he pampers them ; he invites them to fabulous parties ; he strokes them .
"he spent most of his career formulating marketing strategies , but became best-known for chipping away at ad agency compensation .",he,spent,spent,he,"he spent most of his career formulating marketing strategies , but became best-known for chipping away at ad agency compensation ."
"he will concentrate on , among others , j.p. morgan and hyundai .",he,concentrate,concentrate,he,"he will concentrate on , among others , j.p. morgan and hyundai ."
clients include miller brewing co. and general motors .,clients,include,include,clients,clients include miller brewing co. and general motors .
revenue increased 20 % to $ 246.6 million from $ 204.8 million .,revenue,increased,increased,revenue,revenue increased 20 % to $ 246.6 million from $ 204.8 million .
excerpts follow :,excerpts,follow,follow,excerpts,excerpts follow :
they are already industrialized ... .,they,are,are,they,they are already industrialized ... .
i think the earlier strident notes struck by -lcb- u.s. commerce secretary robert -rcb- mosbacher and -lcb- u.s. trade representative -rcb- carla hills have been more rounded .,i,think,think,i,i think the earlier strident notes struck by -lcb- u.s. commerce secretary robert -rcb- mosbacher and -lcb- u.s. trade representative -rcb- carla hills have been more rounded .
"we are willing to share the political burden of being host to america , an imperial power .",we,are,are,we,"we are willing to share the political burden of being host to america , an imperial power ."
they lorded it over me .,they,lorded,lorded,they,they lorded it over me .
i mean it is a normal adult relationship .,i,mean,mean is,i it,i mean it is a normal adult relationship .
"using small electrical shocks applied to her feet , they were able to monitor sensory nerves .",they,were,were,they,"using small electrical shocks applied to her feet , they were able to monitor sensory nerves ."
researchers can apply for permission to use the probes for brain studies .,researchers,apply,apply,researchers,researchers can apply for permission to use the probes for brain studies .
scientists also are exploring memory and perception with the new machines .,scientists,exploring,exploring,scientists,scientists also are exploring memory and perception with the new machines .
"at the state university of new york at brooklyn , researchers flash two groups of different letters on a computer screen in front of human guinea pigs .",researchers,flash,flash,researchers,"at the state university of new york at brooklyn , researchers flash two groups of different letters on a computer screen in front of human guinea pigs ."
"hewlett-packard is a palo alto , calif. , computer maker .",hewlett-packard,is,is,hewlett-packard,"hewlett-packard is a palo alto , calif. , computer maker ."
"they pay interest only for 115 months , with principal payments beginning thereafter .",they,pay,pay,they,"they pay interest only for 115 months , with principal payments beginning thereafter ."
"here in this new center for japanese assembly plants just across the border from san diego , turnover is dizzying , infrastructure shoddy , bureaucracy intense .",turnover,is,is,turnover,"here in this new center for japanese assembly plants just across the border from san diego , turnover is dizzying , infrastructure shoddy , bureaucracy intense ."
"japan ranks as only the fourth largest foreign investor in mexico , with 5 % of the total investments .",japan,ranks,ranks,japan,"japan ranks as only the fourth largest foreign investor in mexico , with 5 % of the total investments ."
that is just 1 % of all the money japan has invested abroad .,that,is,is invested,that japan,that is just 1 % of all the money japan has invested abroad .
he already has finagled a $ 2 billion loan from the japanese government .,he,finagled,finagled,he,he already has finagled a $ 2 billion loan from the japanese government .
but mexico urgently needs more help .,mexico,needs,needs,mexico,but mexico urgently needs more help .
"pressed on the matter , he is more specific .",he,is,is,he,"pressed on the matter , he is more specific ."
"mexico is sending a number of missions to japan looking for a major breakthrough investment in telecommunications , petrochemicals or tourism .",mexico,sending,sending,mexico,"mexico is sending a number of missions to japan looking for a major breakthrough investment in telecommunications , petrochemicals or tourism ."
it is hoped that other japanese would then follow the leader .,it,hoped,follow hoped,japanese it,it is hoped that other japanese would then follow the leader .
"he could develop the beach through a trust , but instead is trying have his grandson become a naturalized mexican so his family gains direct control .",he,develop,become develop gains,grandson he family,"he could develop the beach through a trust , but instead is trying have his grandson become a naturalized mexican so his family gains direct control ."
opinion is mixed over its three-month prospects .,opinion,is,is,opinion,opinion is mixed over its three-month prospects .
"and a week later , japan raised its official discount rate by a half point to 3.75 % .",japan,raised,raised,japan,"and a week later , japan raised its official discount rate by a half point to 3.75 % ."
"g-7 consists of the u.s. , japan , britain , west germany , canada , france and italy .",g-7,consists,consists,g-7,"g-7 consists of the u.s. , japan , britain , west germany , canada , france and italy ."
he predicted the u.s. unit will skid below 1.80 marks to around 1.78 marks this month and 1.75 marks by the beginning of the new year .,he,predicted,predicted skid,he unit,he predicted the u.s. unit will skid below 1.80 marks to around 1.78 marks this month and 1.75 marks by the beginning of the new year .
"in early trading in hong kong wednesday , gold was quoted at $ 373.80 an ounce .",gold,quoted,quoted,gold,"in early trading in hong kong wednesday , gold was quoted at $ 373.80 an ounce ."
he said the government will also repeal the 1 % transaction tax on the first-time purchase of stakes in companies .,he,said,said repeal,he government,he said the government will also repeal the 1 % transaction tax on the first-time purchase of stakes in companies .
"the only permanent losers will be the 200,000 or so workers everyone agrees will be priced out of a job at the $ 4.25 rate congress is likely to approve today .",everyone,agrees,is agrees,congress everyone,"the only permanent losers will be the 200,000 or so workers everyone agrees will be priced out of a job at the $ 4.25 rate congress is likely to approve today ."
"chemical said steven edelson resigned recently , but one individual close to the situation said the resignation was forced .",chemical,said,said forced resigned said,chemical resignation edelson individual,"chemical said steven edelson resigned recently , but one individual close to the situation said the resignation was forced ."
"with such a lopsided book of options , traders say , chemical was more vulnerable to erroneous valuation assumptions .",traders,say,say was,traders chemical,"with such a lopsided book of options , traders say , chemical was more vulnerable to erroneous valuation assumptions ."
he joined the firm in 1963 and bought it from the owners the next year .,he,joined,joined,he,he joined the firm in 1963 and bought it from the owners the next year .
"hogs rose $ 3.40 to $ 46.80 a hundredweight in october , while beef cattle slipped 80 cents to $ 67.40 for each hundred pounds and calves dropped 90 cents to $ 90.20 .",hogs,rose,rose dropped slipped,hogs calves cattle,"hogs rose $ 3.40 to $ 46.80 a hundredweight in october , while beef cattle slipped 80 cents to $ 67.40 for each hundred pounds and calves dropped 90 cents to $ 90.20 ."
"paramount said associates has about $ 14 billion in total assets , making it third-largest in terms of assets among independent finance companies in the u.s. .",paramount,said,said has,paramount associates,"paramount said associates has about $ 14 billion in total assets , making it third-largest in terms of assets among independent finance companies in the u.s. ."
it appears that the only thing congress is learning from the hud story is how to enlarge its control of the honey pot going to special interests .,it,appears,learning appears is,congress it thing,it appears that the only thing congress is learning from the hud story is how to enlarge its control of the honey pot going to special interests .
this is no idle fear last year the fha lost $ 4.2 billion in loan defaults .,this,is,is lost,this fha,this is no idle fear last year the fha lost $ 4.2 billion in loan defaults .
experience has shown that the most important element in predicting a housing-loan default is the down payment .,experience,shown,shown is,experience element,experience has shown that the most important element in predicting a housing-loan default is the down payment .
we hear that hud secretary jack kemp is toying with going along with some of the cranston-mitchell proposals .,we,hear,toying hear,kemp we,we hear that hud secretary jack kemp is toying with going along with some of the cranston-mitchell proposals .
that sounds like a formula for ensuring that he gets dragged into the next hud tar pit .,that,sounds,sounds dragged,that he,that sounds like a formula for ensuring that he gets dragged into the next hud tar pit .
"of course , self-reform is about the last thing this congress is interested in .",self-reform,is,is is,congress self-reform,"of course , self-reform is about the last thing this congress is interested in ."
"like the s&l mess before it , this is a problem congress should be solving , not ignoring .",this,is,is solving,this congress,"like the s&l mess before it , this is a problem congress should be solving , not ignoring ."
terms were not disclosed .,terms,disclosed,disclosed,terms,terms were not disclosed .
officials proposed a cut in the defense budget this year to 70.9 billion rubles ( us$ 114.3 billion ) from 77.3 billion rubles ( us$ 125 billion ) as well as large cuts in outlays for new factories and equipment .,officials,proposed,proposed,officials,officials proposed a cut in the defense budget this year to 70.9 billion rubles ( us$ 114.3 billion ) from 77.3 billion rubles ( us$ 125 billion ) as well as large cuts in outlays for new factories and equipment .
tass said the final budget and economic plan calls for a sharp increase in the production of consumer goods .,tass,said,calls said,budget tass,tass said the final budget and economic plan calls for a sharp increase in the production of consumer goods .
revenue gained 13 % to $ 77.3 million from $ 68.5 million .,revenue,gained,gained,revenue,revenue gained 13 % to $ 77.3 million from $ 68.5 million .
it has long been rumored that ocean drilling would sell the unit to concentrate on its core oil and gas business .,it,rumored,sell rumored,drilling it,it has long been rumored that ocean drilling would sell the unit to concentrate on its core oil and gas business .
it will feature a cost-containment provision designed to keep expanded benefits from fueling higher care prices .,it,feature,feature,it,it will feature a cost-containment provision designed to keep expanded benefits from fueling higher care prices .
"labor is upset because many companies are using higher employee insurance premiums , deductibles and co-payments to deflect surging medical costs to workers .",labor,is,is using,labor companies,"labor is upset because many companies are using higher employee insurance premiums , deductibles and co-payments to deflect surging medical costs to workers ."
he asserts that government has done an even worse job of controlling its health bill than business .,he,asserts,asserts done,he government,he asserts that government has done an even worse job of controlling its health bill than business .
"congress still is struggling to dismantle the unpopular catastrophic care act of 1988 , which boosted benefits for the elderly and taxed them to pay for the new coverage .",congress,struggling,struggling,congress,"congress still is struggling to dismantle the unpopular catastrophic care act of 1988 , which boosted benefits for the elderly and taxed them to pay for the new coverage ."
it is expected to report next summer .,it,expected,expected,it,it is expected to report next summer .
advocates hope that such standards will improve treatment while limiting unnecessary tests and medical procedures .,advocates,hope,hope improve,advocates standards,advocates hope that such standards will improve treatment while limiting unnecessary tests and medical procedures .
he said the new facility will employ 500 of the existing 600 employees .,he,said,said employ,he facility,he said the new facility will employ 500 of the existing 600 employees .
"stelco said it has an option to lease a 350,000-square-foot building in brantford and proposes to spend 24.5 million canadian dollars ( us$ 20.9 million ) on the facility .",stelco,said,said has,stelco it,"stelco said it has an option to lease a 350,000-square-foot building in brantford and proposes to spend 24.5 million canadian dollars ( us$ 20.9 million ) on the facility ."
"terms call for first security to issue about 0.55 share of its stock for each deseret share held , or a total of about 550,000 first security shares .",terms,call,call issue,terms security,"terms call for first security to issue about 0.55 share of its stock for each deseret share held , or a total of about 550,000 first security shares ."
it has about 12.3 million shares outstanding .,it,has,has,it,it has about 12.3 million shares outstanding .
"georgia-pacific closed down $ 2.50 , at $ 50.875 in big board trading .",georgia-pacific,closed,closed,georgia-pacific,"georgia-pacific closed down $ 2.50 , at $ 50.875 in big board trading ."
it was just the culture of the industry that kept it from happening .,it,was,was,it,it was just the culture of the industry that kept it from happening .
"based on 1988 sales , georgia-pacific ranked third at $ 9.51 billion , behind weyerhaeuser co. at $ 10 billion and international paper co. at $ 9.53 billion .",georgia-pacific,ranked,ranked,georgia-pacific,"based on 1988 sales , georgia-pacific ranked third at $ 9.51 billion , behind weyerhaeuser co. at $ 10 billion and international paper co. at $ 9.53 billion ."
nekoosa ranked 11th with sales of $ 3.59 billion .,nekoosa,ranked,ranked,nekoosa,nekoosa ranked 11th with sales of $ 3.59 billion .
"and georgia-pacific could save money in selling pulp , because the company uses its own sales organization while nekoosa employs higher-cost agents .",georgia-pacific,save,employs save uses,nekoosa georgia-pacific company,"and georgia-pacific could save money in selling pulp , because the company uses its own sales organization while nekoosa employs higher-cost agents ."
"but he said that even under those conditions , the company still would realize a savings of tens of millions of dollars in the first year following a merger .",he,said,said realize,he company,"but he said that even under those conditions , the company still would realize a savings of tens of millions of dollars in the first year following a merger ."
"georgia-pacific owns 349,900 nekoosa shares and would need federal antitrust clearance to buy more than $ 15 million worth .",georgia-pacific,owns,owns,georgia-pacific,"georgia-pacific owns 349,900 nekoosa shares and would need federal antitrust clearance to buy more than $ 15 million worth ."
"nekoosa also is being advised by goldman , sachs & co .",nekoosa,advised,advised,nekoosa,"nekoosa also is being advised by goldman , sachs & co ."
"in addition to the usual array of defenses , including a so-called poison pill and a staggered board , nekoosa has another takeover defense : a maine state law barring hostile bidders from merging acquired businesses for five years .",nekoosa,has,has,nekoosa,"in addition to the usual array of defenses , including a so-called poison pill and a staggered board , nekoosa has another takeover defense : a maine state law barring hostile bidders from merging acquired businesses for five years ."
nekoosa is incorporated in maine .,nekoosa,incorporated,incorporated,nekoosa,nekoosa is incorporated in maine .
"investors were quick to spot other potential takeover candidates , all of which have strong cash flows and low-cost operations .",investors,were,were,investors,"investors were quick to spot other potential takeover candidates , all of which have strong cash flows and low-cost operations ."
some predicted that nekoosa will end up being owned by a japanese company .,nekoosa,end,end,nekoosa,some predicted that nekoosa will end up being owned by a japanese company .
"despite the big increases in health-care costs , wages still account for a far greater share of overall labor costs .",wages,account,account,wages,"despite the big increases in health-care costs , wages still account for a far greater share of overall labor costs ."
it also found them rising much more in the northeast than elsewhere .,it,found,found rising,it them,it also found them rising much more in the northeast than elsewhere .
it rose 4.8 % for the 12 months ended in june and 4.7 % in the 12 months ended in september 1988 .,it,rose,rose,it,it rose 4.8 % for the 12 months ended in june and 4.7 % in the 12 months ended in september 1988 .
stateswest had proposed acquiring mesa for $ 7 a share and one share of a new series of stateswest 6 % convertible preferred stock it values at $ 3 a share .,stateswest,proposed,values proposed,it stateswest,stateswest had proposed acquiring mesa for $ 7 a share and one share of a new series of stateswest 6 % convertible preferred stock it values at $ 3 a share .
"stateswest serves 10 cities in california , arizona and nevada .",stateswest,serves,serves,stateswest,"stateswest serves 10 cities in california , arizona and nevada ."
"mesa flies to 42 cities in new mexico , arizona , wyoming , colorado and texas .",mesa,flies,flies,mesa,"mesa flies to 42 cities in new mexico , arizona , wyoming , colorado and texas ."
analysts said the offer for great northern nekoosa broke the pall that settled over the takeover business for the past three weeks in the wake of the collapsed ual corp . buy-out .,analysts,said,broke said,offer analysts,analysts said the offer for great northern nekoosa broke the pall that settled over the takeover business for the past three weeks in the wake of the collapsed ual corp . buy-out .
that indicates speculators are betting a higher offer is in the wings .,that,indicates,is indicates betting,offer that speculators,that indicates speculators are betting a higher offer is in the wings .
"if the national survey confirms a pickup in the manufacturing sector , it could further depress bond prices while bolstering stock prices and the dollar .",it,depress,confirms depress,survey it,"if the national survey confirms a pickup in the manufacturing sector , it could further depress bond prices while bolstering stock prices and the dollar ."
revenue rose 21 % to 22.61 billion francs from 18.69 billion francs .,revenue,rose,rose,revenue,revenue rose 21 % to 22.61 billion francs from 18.69 billion francs .
"for all of 1988 , bouygues had consolidated profit of 519 million francs , after payments to minority interests , on revenue of 50 billion francs .",bouygues,had,had,bouygues,"for all of 1988 , bouygues had consolidated profit of 519 million francs , after payments to minority interests , on revenue of 50 billion francs ."
"coast earned $ 10.2 million , or 67 cents a share , in the year-ago quarter .",coast,earned,earned,coast,"coast earned $ 10.2 million , or 67 cents a share , in the year-ago quarter ."
"it includes removing $ 242 million in good will from the books , issuing $ 150 million in preferred stock and commencing an exchange offer for $ 52 million in convertible bonds .",it,includes,includes,it,"it includes removing $ 242 million in good will from the books , issuing $ 150 million in preferred stock and commencing an exchange offer for $ 52 million in convertible bonds ."
"these include trying to protect its print advertising by invoking the first amendment , and wooing blacks by portraying itself as a protector of civil rights .",these,include,include,these,"these include trying to protect its print advertising by invoking the first amendment , and wooing blacks by portraying itself as a protector of civil rights ."
microsoft added 2 1/8 to 81 3/4 and oracle systems rose 1 1/2 to 23 1/4 .,microsoft,added,added rose,microsoft systems,microsoft added 2 1/8 to 81 3/4 and oracle systems rose 1 1/2 to 23 1/4 .
intel was up 1 3/8 to 33 3/4 .,intel,was,was,intel,intel was up 1 3/8 to 33 3/4 .
"microsoft is up more than 50 % this year , while intel is up more than 40 % .",microsoft,is,is is,microsoft intel,"microsoft is up more than 50 % this year , while intel is up more than 40 % ."
"he said that investors will scour the october employment report , due out friday , for clues about the direction of the economy and the immediate outlook for interest rates .",he,said,said scour,he investors,"he said that investors will scour the october employment report , due out friday , for clues about the direction of the economy and the immediate outlook for interest rates ."
"jaguar topped the most-active list , as its american depository receipts climbed 1 3/4 to 13 5/8 with more than 6.6 million adrs traded .",jaguar,topped,topped climbed traded,jaguar receipts adrs,"jaguar topped the most-active list , as its american depository receipts climbed 1 3/4 to 13 5/8 with more than 6.6 million adrs traded ."
gen-probe was another active takeover stock .,gen-probe,was,was,gen-probe,gen-probe was another active takeover stock .
"monday , mci announced a $ 27 million multiyear contract with the investment bank stuart-james .",mci,announced,announced,mci,"monday , mci announced a $ 27 million multiyear contract with the investment bank stuart-james ."
"yesterday , it received a $ 15 million , three-year contract from drexel burnham lambert .",it,received,received,it,"yesterday , it received a $ 15 million , three-year contract from drexel burnham lambert ."
that was another reason the street loved santa fe .,that,was,was loved,that street,that was another reason the street loved santa fe .
that nets out to about $ 17 a share for the company on a private market basis .,that,nets,nets,that,that nets out to about $ 17 a share for the company on a private market basis .
but it appears to be the sort of hold one makes while heading for the door .,it,appears,appears,it,but it appears to be the sort of hold one makes while heading for the door .
orkem said it eventually would seek to make a public share offering in its u.k. business .,orkem,said,said seek,orkem it,orkem said it eventually would seek to make a public share offering in its u.k. business .
"marks declared an interim per-share dividend of 1.85 pence , compared with 1.7 pence a year earlier .",marks,declared,declared,marks,"marks declared an interim per-share dividend of 1.85 pence , compared with 1.7 pence a year earlier ."
"sales increased 11 % to # 2.5 billion from # 2.25 billion , while operating profit climbed 13 % to # 225.7 million from # 199.8 million .",sales,increased,climbed increased,profit sales,"sales increased 11 % to # 2.5 billion from # 2.25 billion , while operating profit climbed 13 % to # 225.7 million from # 199.8 million ."
"in an interview , he said federal regulators eventually declared one of the loans the state regulator cited to be a total loss , and forced lincoln to make an $ 18 million downward adjustment on another .",he,said,declared said cited,regulators he regulator,"in an interview , he said federal regulators eventually declared one of the loans the state regulator cited to be a total loss , and forced lincoln to make an $ 18 million downward adjustment on another ."
it is widely expected that they will .,it,expected,expected,it,it is widely expected that they will .
"ltv confirmed the price-increase plan , saying the move is designed to more accurately reflect the value of products and to put steel on more equal footing with other commodities .",ltv,confirmed,confirmed designed,ltv move,"ltv confirmed the price-increase plan , saying the move is designed to more accurately reflect the value of products and to put steel on more equal footing with other commodities ."
"at the same time , steelmakers are trying to invest more to modernize technology and make themselves more competitive .",steelmakers,trying,trying,steelmakers,"at the same time , steelmakers are trying to invest more to modernize technology and make themselves more competitive ."
but analysts say the company is also trying to prevent further price drops .,analysts,say,say trying,analysts company,but analysts say the company is also trying to prevent further price drops .
"and while customers such as steel service centers are continuing to reduce inventories through the fourth quarter , they eventually will begin stocking up again , he notes .",he,notes,continuing notes begin,customers he they,"and while customers such as steel service centers are continuing to reduce inventories through the fourth quarter , they eventually will begin stocking up again , he notes ."
"steelmakers announced a round of base-price increases last year , but began offering sizable discounts over the summer .",steelmakers,announced,announced,steelmakers,"steelmakers announced a round of base-price increases last year , but began offering sizable discounts over the summer ."
"in fact , ltv was the first steelmaker to publicly boost discounts for buyers of cold rolled sheet steel and hot-dipped galvanized sheet steel .",ltv,was,was,ltv,"in fact , ltv was the first steelmaker to publicly boost discounts for buyers of cold rolled sheet steel and hot-dipped galvanized sheet steel ."
"earlier this year , penney abandoned another home shopping venture , telaction corp. , after investing $ 106 million in it .",penney,abandoned,abandoned,penney,"earlier this year , penney abandoned another home shopping venture , telaction corp. , after investing $ 106 million in it ."
"with $ 500 apiece and an injection of outside capital , they formed genentech inc .",they,formed,formed,they,"with $ 500 apiece and an injection of outside capital , they formed genentech inc ."
"at the time , genentech had only one profitable year behind it ( a modest $ 116,000 on revenue of $ 2.6 million in 1979 ) and no product of its own on the market .",genentech,had,had,genentech,"at the time , genentech had only one profitable year behind it ( a modest $ 116,000 on revenue of $ 2.6 million in 1979 ) and no product of its own on the market ."
"unocal said the venture would enable it to recover more of its refining and marketing investment and prepare for expected growth in exploration , production , chemicals and other areas .",unocal,said,said enable,unocal venture,"unocal said the venture would enable it to recover more of its refining and marketing investment and prepare for expected growth in exploration , production , chemicals and other areas ."
it said financing would consist of $ 250 million from a private placement obtained through shearson lehman hutton inc. and a $ 150 million revolving credit line underwritten by chase manhattan bank .,it,said,said consist,it financing,it said financing would consist of $ 250 million from a private placement obtained through shearson lehman hutton inc. and a $ 150 million revolving credit line underwritten by chase manhattan bank .
"it said the venture , expected to take control of the facilities dec. 1 , would also serve another 3,300 independent unocal gasoline stations .",it,said,said serve,it venture,"it said the venture , expected to take control of the facilities dec. 1 , would also serve another 3,300 independent unocal gasoline stations ."
"encouraged by the brisk performance , mitsubishi plans to raise its per-share dividend to 3.50 yen from three yen .",mitsubishi,plans,plans,mitsubishi,"encouraged by the brisk performance , mitsubishi plans to raise its per-share dividend to 3.50 yen from three yen ."
"democrats want the tax provision to be a separate bill , subject to the usual procedural obstacles .",democrats,want,want,democrats,"democrats want the tax provision to be a separate bill , subject to the usual procedural obstacles ."
democrats want to avoid having to make that choice by making the capital-gains tax cut an individual bill .,democrats,want,want,democrats,democrats want to avoid having to make that choice by making the capital-gains tax cut an individual bill .
"to avoid default , lawmakers must pass legislation raising the limit to $ 3.12 trillion from $ 2.80 trillion by next wednesday , according to the treasury .",lawmakers,pass,pass,lawmakers,"to avoid default , lawmakers must pass legislation raising the limit to $ 3.12 trillion from $ 2.80 trillion by next wednesday , according to the treasury ."
"trading was moderate , with 176,100,000 shares changing hands on the new york stock exchange .",trading,was,was changing,trading shares,"trading was moderate , with 176,100,000 shares changing hands on the new york stock exchange ."
traders said the buy programs came from very large institutional accounts that were also active in the stock-index futures markets .,traders,said,said came,traders programs,traders said the buy programs came from very large institutional accounts that were also active in the stock-index futures markets .
"with stocks having been battered lately because of the collapse of takeover offers for ual , the parent company of united airlines , and amr , the parent of american airlines , analysts viewed the proposal as a psychological lift for the market .",analysts,viewed,viewed battered,analysts stocks,"with stocks having been battered lately because of the collapse of takeover offers for ual , the parent company of united airlines , and amr , the parent of american airlines , analysts viewed the proposal as a psychological lift for the market ."
"georgia-pacific fell 2 1/2 to 50 7/8 , but most paper and forest-products stocks firmed as market players speculated about other potential industry takeover targets .",georgia-pacific,fell,fell speculated firmed,georgia-pacific players paper,"georgia-pacific fell 2 1/2 to 50 7/8 , but most paper and forest-products stocks firmed as market players speculated about other potential industry takeover targets ."
"pennzoil is rumored to be accumulating a stake in chevron in order to push for a revamping of the company ; investor carl icahn has recently increased his stake in usx , which separately reported earnings that were in line with expectations .",pennzoil,rumored,rumored reported increased,pennzoil usx icahn,"pennzoil is rumored to be accumulating a stake in chevron in order to push for a revamping of the company ; investor carl icahn has recently increased his stake in usx , which separately reported earnings that were in line with expectations ."
bankamerica climbed 1 3/4 to 30 after painewebber boosted its investment opinion on the stock to its highest rating .,bankamerica,climbed,boosted climbed,painewebber bankamerica,bankamerica climbed 1 3/4 to 30 after painewebber boosted its investment opinion on the stock to its highest rating .
armstrong added 1/8 to 39 1/8 .,armstrong,added,added,armstrong,armstrong added 1/8 to 39 1/8 .
ogden gained 1 1/4 to 32 7/8 .,ogden,gained,gained,ogden,ogden gained 1 1/4 to 32 7/8 .
"volume totaled 11,820,000 shares .",volume,totaled,totaled,volume,"volume totaled 11,820,000 shares ."
cilcorp said the businesses to be acquired had revenue of $ 76 million for the year ended march 31 .,cilcorp,said,said had,cilcorp businesses,cilcorp said the businesses to be acquired had revenue of $ 76 million for the year ended march 31 .
"he begins his seven-year term nov. 9 , succeeding kenan evren .",he,begins,begins,he,"he begins his seven-year term nov. 9 , succeeding kenan evren ."
revenue soared to $ 101.7 million from $ 39.5 million .,revenue,soared,soared,revenue,revenue soared to $ 101.7 million from $ 39.5 million .
revenue rose 33 % to $ 378.1 million from $ 283.8 million .,revenue,rose,rose,revenue,revenue rose 33 % to $ 378.1 million from $ 283.8 million .
but he has been getting heat from all sides over program trading .,he,getting,getting,he,but he has been getting heat from all sides over program trading .
"computers have made trading more rapid , but that can be fixed with some fine-tuning .",computers,made,made fixed,computers that,"computers have made trading more rapid , but that can be fixed with some fine-tuning ."
miniscribe reported a negative net worth and hinted it may file for chapter 11 .,miniscribe,reported,reported file,miniscribe it,miniscribe reported a negative net worth and hinted it may file for chapter 11 .
the contraction was twice as large as economists projected and was the sharpest decline since a 19 % drop in january 1982 .,economists,projected,projected was,economists contraction,the contraction was twice as large as economists projected and was the sharpest decline since a 19 % drop in january 1982 .
"in october 1979 , just days before the federal reserve raised interest rates , ibm offered $ 1 billion in debt securities .",ibm,offered,raised offered,reserve ibm,"in october 1979 , just days before the federal reserve raised interest rates , ibm offered $ 1 billion in debt securities ."
others said ibm might increase the size of the offering to as much as $ 1 billion if investor demand is strong .,others,said,said increase is,others ibm demand,others said ibm might increase the size of the offering to as much as $ 1 billion if investor demand is strong .
but it may lead to separate financial reports based on different rules for the government entities under fasb rules and those still under gasb rules .,it,lead,lead,it,but it may lead to separate financial reports based on different rules for the government entities under fasb rules and those still under gasb rules .
it valued the transaction at $ 800 million .,it,valued,valued,it,it valued the transaction at $ 800 million .
"after fees and repayment of debt , avery is left with about $ 24 million in cash and securities from the uniroyal sale .",avery,left,left,avery,"after fees and repayment of debt , avery is left with about $ 24 million in cash and securities from the uniroyal sale ."
"uniroyal has 2,600 employees and facilities in the u.s. , canada , brazil , italy and taiwan .",uniroyal,has,has,uniroyal,"uniroyal has 2,600 employees and facilities in the u.s. , canada , brazil , italy and taiwan ."
clarcor said it is inviting proposals from other prospective purchasers of the unit .,clarcor,said,said inviting,clarcor it,clarcor said it is inviting proposals from other prospective purchasers of the unit .
they said they wanted to wait for the outcome of any government investigation before deciding what to do .,they,said,said wanted,they they,they said they wanted to wait for the outcome of any government investigation before deciding what to do .
"utilities are a classic example : even in recessions , people continue to use electric power , water and gas at a fairly steady rate .",utilities,are,are continue,utilities people,"utilities are a classic example : even in recessions , people continue to use electric power , water and gas at a fairly steady rate ."
"if gold stocks and utilities continue to lead , it may signal that the market is in for rough times .",it,signal,signal continue is,it stocks market,"if gold stocks and utilities continue to lead , it may signal that the market is in for rough times ."
one reason for his gloom is a weekly tally he keeps of stocks within a point of hitting new highs or lows .,he,keeps,keeps is,he reason,one reason for his gloom is a weekly tally he keeps of stocks within a point of hitting new highs or lows .
"he favors fpl group inc. , florida progress corp. , teco energy inc. , wisconsin energy corp. , and dominion resources inc .",he,favors,favors,he,"he favors fpl group inc. , florida progress corp. , teco energy inc. , wisconsin energy corp. , and dominion resources inc ."
"among utilities , drexel currently favors entergy corp. and general public utilities corp .",drexel,favors,favors,drexel,"among utilities , drexel currently favors entergy corp. and general public utilities corp ."
"as for gold , she notes that it usually rises when the dollar is weak , as it has been lately .",she,notes,rises been notes is,it it she dollar,"as for gold , she notes that it usually rises when the dollar is weak , as it has been lately ."
"among gold stocks , drexel likes battle mountain gold co. , newmont gold co. and freeport-mcmoran gold co .",drexel,likes,likes,drexel,"among gold stocks , drexel likes battle mountain gold co. , newmont gold co. and freeport-mcmoran gold co ."
crises larger and more dangerous to the quality of life than they were 10 years ago .,they,were,were,they,crises larger and more dangerous to the quality of life than they were 10 years ago .
"in my research , i have found a paper by joseph scotto of the national cancer institute and several colleagues reporting an 11-year decrease in uv-b radiation at eight u.s. measurement sites .",i,found,found,i,"in my research , i have found a paper by joseph scotto of the national cancer institute and several colleagues reporting an 11-year decrease in uv-b radiation at eight u.s. measurement sites ."
but this is almost an underground activity .,this,is,is,this,but this is almost an underground activity .
"while recognizing that professional environmentalists may feel threatened , i intend to urge that uv-b be monitored whenever i can .",i,intend,intend feel,i environmentalists,"while recognizing that professional environmentalists may feel threatened , i intend to urge that uv-b be monitored whenever i can ."
"he is a mechanical engineer , not an atmospheric chemist .",he,is,is,he,"he is a mechanical engineer , not an atmospheric chemist ."
miniscribe has said that its financial results for the past three fiscal years would have to be restated because of the allegedly fraudulent accounting and marketing practices that inflated revenues and net income .,miniscribe,said,said have,miniscribe results,miniscribe has said that its financial results for the past three fiscal years would have to be restated because of the allegedly fraudulent accounting and marketing practices that inflated revenues and net income .
he said he expects the company to have $ 500 million in sales for this year .,he,said,said expects,he he,he said he expects the company to have $ 500 million in sales for this year .
